market,baseline,model,DM_stat,p_value,best_wins
UK,LightGBM,XGBoost,2.1193530355707266,0.035015946500242645,True
UK,RandomForest,XGBoost,3.0755333728483456,0.002327209091097515,True
UK,Ridge,XGBoost,3.782697485445419,0.00019287447183491402,True
UK,Stacking,XGBoost,2.659150644774252,0.008323835767242826,True
