model,acc,auc,f1,brier,logloss
XGBoost,0.752895752895753,0.8264551687054712,0.7009345794392523,0.17830581963062286,0.5653163513882765
LightGBM,0.7142857142857143,0.8440650625084017,0.4788732394366197,0.18460682602657613,0.5334702634539287
RandomForest,0.6640926640926641,0.8195321951875252,0.02247191011235955,0.1630428399181645,0.48021569324500746
Logit,0.667953667953668,0.7293318994488507,0.0,0.32689946850653967,2.06685233517519
Stacking,0.7683397683397684,0.8324371555316575,0.696969696969697,0.17578050895937813,0.5317242841273773
