market,baseline,model,DM_stat,p_value,best_wins
UK,XGBoost,LightGBM,-0.3316612763410512,0.7404142975688632,False
UK,RandomForest,LightGBM,-1.6164958740051487,0.10720919339494017,False
UK,Logit,LightGBM,5.696853565927401,3.3201013938111146e-08,True
UK,Stacking,LightGBM,-0.4781202795156576,0.6329694654025497,False
