market,features,n_train_own,n_train_pooled,n_test,단독_R2,단독_corr,pooled_R2,pooled_corr,pooled+더미_R2,pooled+더미_corr,pooled+미세조정_R2,pooled+미세조정_corr
US,AR_Only,2555,5007,452,0.28662776275894986,0.5831334330600271,0.34001174937624,0.6045566359598501,0.3452138587422895,0.6071408721359881,0.2992545536959268,0.5898183832330023
UK,AR_Only,2452,5007,434,-0.14216171303933556,0.28560947253080304,-0.07322876243200316,0.3063223446079042,-0.08568037174153553,0.2962764981269441,-0.13430686954656368,0.2826779116421371
US,Full,2555,5007,452,0.29339489989457024,0.5620803749545161,0.318883747976187,0.5712808145684808,0.3235940011329592,0.5832336525287283,0.3015783330039513,0.549221584976856
UK,Full,2452,5007,434,-0.17269351916579323,0.2633968646007374,-0.11268442622321362,0.20234578825736702,-0.12261424627651207,0.20483721014186623,-0.23078994243767137,0.14708672509178733
