Lag,RMSE,R2,Dir_Acc,N_test
0,0.004168293934804757,0.6489729588838584,0.754950495049505,404
1,0.004200644183489887,0.6435031534214348,0.7698019801980198,404
2,0.004177900239699999,0.6473531314447047,0.7747524752475248,404
