market,model,auc_point,ci_low,ci_high
UK,Logit,0.5644575883855357,0.49371769202607996,0.6328263662970086
UK,RandomForest,0.7901599677375991,0.7333255750273822,0.8408850036035993
UK,XGBoost,0.8218846619169243,0.7705055301910824,0.868965050980563
