feature_set,n_features,model,acc,auc,f1,brier,logloss,best_params
Full,122,XGBoost,0.7335907335907336,0.8218846619169243,0.6101694915254238,0.16906927525997162,0.4775740760759534,"{""n_estimators"": 700, ""max_depth"": 4, ""learning_rate"": 0.08406566514513976, ""subsample"": 0.9254710583050813, ""colsample_bytree"": 0.9480450770644244, ""min_child_weight"": 9, ""reg_alpha"": 0.22658313912334027, ""reg_lambda"": 0.008717204246714847}"
No_News,56,XGBoost,0.7335907335907336,0.8349912622664336,0.6349206349206349,0.15878655016422272,0.4596530620774334,"{""n_estimators"": 900, ""max_depth"": 3, ""learning_rate"": 0.06026138191029345, ""subsample"": 0.7599922797534859, ""colsample_bytree"": 0.8268016672284171, ""min_child_weight"": 8, ""reg_alpha"": 0.2395179971548446, ""reg_lambda"": 0.5021542921193469}"
News_Only,82,XGBoost,0.7258687258687259,0.8169108751176233,0.5696969696969697,0.1731157898902893,0.4975691370597462,"{""n_estimators"": 800, ""max_depth"": 4, ""learning_rate"": 0.054597829500949456, ""subsample"": 0.7764187386493633, ""colsample_bytree"": 0.8805304594988683, ""min_child_weight"": 5, ""reg_alpha"": 0.04460310818208587, ""reg_lambda"": 2.8659656251655155}"
Financial_Only,40,XGBoost,0.6216216216216216,0.6250168033337814,0.4787234042553192,0.2533746361732483,0.7296334561173521,"{""n_estimators"": 700, ""max_depth"": 8, ""learning_rate"": 0.05799416629222152, ""subsample"": 0.6788094174143097, ""colsample_bytree"": 0.9981126922026226, ""min_child_weight"": 1, ""reg_alpha"": 0.00041000601609078255, ""reg_lambda"": 0.05450157224359096}"
