market,baseline,model,DM_stat,p_value,favors_full
UK,XGB_No_News,XGB_Full,-0.9878718966118085,0.3241409282521843,False
UK,XGB_News_Only,XGB_Full,0.3829264027257196,0.7020896321368912,False
UK,XGB_Financial_Only,XGB_Full,4.328408011131117,2.150319147253832e-05,True
