market,baseline,model,DM_stat,p_value,favors_full
UK,XGB_No_News,XGB_Full,1.8871937990188599,0.06025681350457601,False
UK,XGB_News_Only,XGB_Full,0.2657495141029358,0.7906443592888002,False
UK,XGB_Financial_Only,XGB_Full,3.0773773193359375,0.002313372229268751,True
