market,model,r2_point,ci_low,ci_high
UK,Ridge,-3.5668239985106487,-4.727406697121545,-2.7777028754437527
UK,RandomForest,-0.02948267683672534,-0.351152424706281,0.18139949984302975
UK,XGBoost,0.19726145267486572,0.003413017094135285,0.3276602029800415
