Lag,RMSE,R2,Dir_Acc,N_test
0,0.007287,-0.0609,0.4797,394
1,0.007301,-0.0651,0.5152,394
2,0.007342,-0.077,0.5431,394
5,0.0068880974559272,0.0001905550609843,0.4923,325
10,0.0068617112423168,0.0104431412850285,0.5309,324
20,0.0069211143440151,-0.0037911953515619,0.5108,323
