Metric,Mean,CI_Lower,CI_Upper
RMSE,0.007043535435238285,0.005905952980035163,0.008361895635097361
R2,-0.002458492509897573,-0.029495050610581497,0.021486303918369094
Dir_Acc,0.527684771573604,0.4796954314720812,0.5761421319796954
