market,model,auc_point,ci_low,ci_high
US,XGBoost,0.5042452561399511,0.4292037644544476,0.5640265132107696
US,LightGBM,0.509829619921363,0.4225223250559808,0.5909135471876741
US,RandomForest,0.5195167815829962,0.4457043532639393,0.5978099108665146
US,Logit,0.5129637016354207,0.43621501382978534,0.5790028674137061
US,Stacking,0.49564077725226513,0.4178769903468179,0.568321985410234
