market,model,r2_point,ci_low,ci_high
US,XGBoost,-0.6632976531982422,-0.8220779478549958,-0.5157931029796601
US,LightGBM,-0.37169431963275956,-0.5034747375386721,-0.2445348826656351
US,RandomForest,-0.31369394777670534,-0.45600191828845626,-0.18899297482474856
US,Ridge,-24.426606729719904,-39.446568481462755,-14.738611623584195
US,Stacking,-0.8697466598779378,-1.0874466152483293,-0.6772729669854408
