market,model,r2_point,ci_low,ci_high
US,XGBoost,-1.3654637336730957,-4.194969701766968,-0.09664363563060786
US,LightGBM,-0.24880432839745636,-0.47933166939363336,-0.0702625262532707
US,RandomForest,-0.254045959707798,-0.34247810135226947,-0.17051153438927952
US,Ridge,-17.202663383805312,-26.727304998727483,-10.121998883159977
US,Stacking,-0.5456198004802775,-0.6368665201440357,-0.46795356228343427
