market,baseline,model,DM_stat,p_value,best_wins
US,XGBoost,LightGBM,1.0756072083012873,0.2827662147254122,False
US,RandomForest,LightGBM,0.0498615043921254,0.9602582147131453,False
US,Ridge,LightGBM,12.724322947686195,0.0,True
US,Stacking,LightGBM,2.6084770323113995,0.009443226357999768,True
