model,r2_log,r2,rmse,mae,corr
XGBoost,0.8120423555374146,-1.3654637336730957,0.007947981943809333,0.0036970528308302164,0.2141355719487146
LightGBM,0.804231820474806,-0.24880432839745636,0.005774919274930773,0.003354372261425834,0.2902655440755227
RandomForest,0.8294922274418668,-0.254045959707798,0.005787026176015341,0.003388400727563399,0.43660005334124735
Ridge,-1.623840400745371,-17.202663383805312,0.022047847131946675,0.01456284026449645,0.08585403578750217
Stacking,0.5748959161080152,-0.5456198004802775,0.006424658627389188,0.0039065531521423015,0.2636748405714496
