market,feature,gain
US,dow,20.54037857055664
US,sent_surprise,3.6774144172668457
US,xlf,3.2611565589904785
US,emb_pc14,3.0043880939483643
US,emb_pc35,2.839611291885376
US,emb_pc17,2.7260286808013916
US,sent_score_ma20,2.6366896629333496
US,sent_score_std,2.624316453933716
US,xlv,2.515054702758789
US,sent_pos_ratio,2.5045382976531982
US,jpy,2.288551092147827
US,emb_pc22,2.2779297828674316
US,emb_pc6,2.177525281906128
US,emb_pc3,2.128950595855713
US,emb_pc5,2.123439311981201
US,emb_pc19,2.1124260425567627
US,emb_pc10,2.1079142093658447
US,emb_pc2,2.060027837753296
US,sent_momentum_3d,2.0337181091308594
US,emb_pc32,2.0285820960998535
US,emb_pc28,1.9962122440338135
US,news_volume_chg,1.9892100095748901
US,emb_pc20,1.9483364820480347
US,emb_pc47,1.9094700813293457
US,emb_pc48,1.8988138437271118
US,emb_pc1,1.8272658586502075
US,sent_neg_ratio,1.8250144720077515
US,emb_pc16,1.812505841255188
US,emb_pc27,1.7516849040985107
US,emb_pc11,1.7341355085372925
US,emb_pc24,1.6805486679077148
US,emb_pc50,1.6803293228149414
US,vix_chg_1d,1.648525595664978
US,vol_ratio_5_20,1.6083537340164185
US,absret_surprise,1.6025762557983398
US,absret_lag2,1.598132848739624
US,emb_pc4,1.5967018604278564
US,qqq_hl_range,1.589110255241394
US,qqq_low,1.582740306854248
US,emb_pc18,1.5783611536026
US,emb_pc8,1.5730280876159668
US,eur,1.5654196739196777
US,qqq_close,1.563947081565857
US,sent_x_vix,1.5616230964660645
US,emb_pc46,1.5392756462097168
US,emb_pc41,1.5211833715438843
US,emb_pc26,1.5105764865875244
US,emb_pc29,1.5081899166107178
US,emb_pc13,1.4986659288406372
US,log_absret_lag1,1.4616355895996094
US,absret_lag3,1.4582964181900024
US,emb_pc25,1.4473685026168823
US,iwm,1.442760944366455
US,gold,1.4372048377990723
US,ret_lag5,1.4360004663467407
US,vix9d,1.4355812072753906
US,qqq_volume,1.4245582818984985
US,emb_pc44,1.4197845458984375
US,rolling_std_22,1.4190378189086914
US,emb_pc39,1.4148026704788208
US,us5y,1.41305410861969
US,hyg,1.4078199863433838
US,vix,1.4055471420288086
US,vix_ma5_ratio,1.3911956548690796
US,sign_run,1.3910208940505981
US,news_volume,1.3870675563812256
US,emb_pc45,1.3804247379302979
US,rolling_mean_5,1.3770948648452759
US,emb_pc15,1.372245192527771
US,emb_pc43,1.372234582901001
US,sent_neg_mean,1.3563830852508545
US,rsi_14,1.3554590940475464
US,ret_lag4,1.3434301614761353
US,qqq_oc_gap,1.3334375619888306
US,rolling_std_20,1.3281430006027222
US,uup,1.3246428966522217
US,sent_max_neg,1.3194085359573364
US,sent_score_ma5,1.3058234453201294
US,rolling_mean_20,1.3014259338378906
US,leverage_5d,1.29851496219635
US,sent_neu_mean,1.297288417816162
US,ret_lag1,1.2929552793502808
US,rolling_kurt_20,1.2892228364944458
US,emb_pc30,1.2855658531188965
US,qqq_open,1.274640679359436
US,sent_pos_mean,1.2715054750442505
US,absret_lag1,1.2681574821472168
US,oil,1.261762022972107
US,rolling_std_5,1.2322713136672974
US,cad,1.2127268314361572
US,emb_pc12,1.2081211805343628
US,tlt,1.2040386199951172
US,rolling_absret_22,1.201641321182251
US,vix_chg_5d,1.195590615272522
US,mxn,1.1938679218292236
US,emb_pc37,1.1937897205352783
US,ret_lag3,1.1752902269363403
US,emb_pc36,1.1704070568084717
US,emb_pc33,1.1598950624465942
US,nikkei,1.158007025718689
US,bitcoin,1.1542549133300781
US,ret_lag2,1.1498315334320068
US,sent_x_vol,1.1449663639068604
US,emb_pc49,1.1324942111968994
US,rolling_skew_20,1.1202319860458374
US,emb_pc31,1.0801739692687988
US,rolling_absret_5,1.073675274848938
US,eth,1.0729551315307617
US,smh,1.0724806785583496
US,xlk,1.0645487308502197
US,emb_pc7,1.0597137212753296
US,xle,1.052687168121338
US,cny,1.0340012311935425
US,vvix,1.0304234027862549
US,emb_pc9,1.0274871587753296
US,soxx,1.0165810585021973
US,emb_pc40,1.0107115507125854
US,sent_vol_5d,1.000290870666504
US,emb_pc23,0.9425849914550781
US,rolling_absret_20,0.9310644268989563
US,leverage_20d,0.8989115357398987
US,emb_pc34,0.882124125957489
US,qqq_high,0.8409702777862549
US,emb_pc38,0.8258035182952881
US,us30y,0.8180747032165527
US,emb_pc42,0.812757670879364
US,hsi,0.810551106929779
US,bond,0.6489903330802917
US,emb_pc21,0.6023070216178894
US,dia,0.5327662825584412
US,lqd,0.5191476345062256
