market,model,auc_point,ci_low,ci_high
US,XGBoost,0.7477370689655173,0.6996214931473967,0.7954828761485737
US,LightGBM,0.7287984913793104,0.6844718297101449,0.774819856891892
US,RandomForest,0.7491918103448276,0.7066499455655454,0.7865277771841899
US,Logit,0.5591056034482759,0.5042615056640966,0.6132884133842527
US,Stacking,0.7417564655172414,0.6967286571380552,0.7825969844645283
