market,target,model,r2,n_test
US,vol1,HAR-RV,0.026197938888708916,452
US,vol1,"GARCH(1,1)",-0.3646757872366728,452
US,vol1,"GJR-GARCH(1,1,1)",-0.30397115630131455,452
US,vol5,HAR-RV,0.18736231495796263,452
US,vol5,"GARCH(1,1)",0.029848615039470006,452
US,vol5,"GJR-GARCH(1,1,1)",0.1523115628371089,452
US,vol10,HAR-RV,0.1809883643608139,451
US,vol10,"GARCH(1,1)",-0.001008155404848221,451
US,vol10,"GJR-GARCH(1,1,1)",0.10281705390685014,451
