Lag,RMSE,R2,Dir_Acc,N_test
0,0.007579775553961259,-0.20539419875674292,0.501123595505618,445
1,0.007610226021364481,-0.21509858754630118,0.5146067415730337,445
2,0.0075612278877340245,-0.19950223135400402,0.501123595505618,445
