market,features,model,r2_raw,r2_calibrated,corr,ceiling,slope,intercept,n_test
US,AR_Only,단독,0.26548476266494436,0.3030604630455247,0.5787378722111148,0.33493752473144867,0.6786633197434427,-1.4636187555692026,452
US,AR_Only,pooled,0.3009093019958641,0.3229589609411465,0.5910370259431715,0.34932476603574925,0.7098195447110984,-1.306730968005008,452
UK,AR_Only,단독,-0.18589864524856292,0.0249672085053525,0.26806567139448806,0.07185920418017765,0.6299452140000483,-1.9705389996958993,434
UK,AR_Only,pooled,-0.11508934262063542,0.04288527228101291,0.2799597595020114,0.07837746694042406,0.7048420095126201,-1.6011513935795603,434
US,Full,단독,-0.3155803978086844,0.21723903521876975,0.5324407384678141,0.28349313998015124,0.8440356917467772,-0.9763870829954691,452
US,Full,pooled,0.26812697421180387,0.3586786928297414,0.609305271699156,0.37125291412038236,0.8600604687067792,-0.7974171411162736,452
UK,Full,단독,-0.6738377679438203,-0.09121857865845118,0.27136065931016884,0.07363660742124953,0.7527257816456931,-1.4113669482655053,434
UK,Full,pooled,-1.5154515219637887,-0.18164044573750426,0.2634870398780016,0.06942542018367161,0.9849309503210281,-0.44562098935277294,434
