market,feature,gain
US,absret_lag2,21.249238967895508
US,ret_lag5,19.499526977539062
US,absret_lag3,14.977408409118652
US,ret_lag2,10.319767951965332
US,absret_lag1,8.953801155090332
US,news_volume,8.33993911743164
US,emb_pc44,8.081551551818848
US,emb_pc19,6.898111343383789
US,emb_pc42,6.892432689666748
US,emb_pc22,6.576150417327881
US,qqq_low,6.2196574211120605
US,sent_score_std,6.199791431427002
US,emb_pc34,6.190134048461914
US,lqd,6.135471820831299
US,sent_score_mean,6.024048805236816
US,emb_pc14,6.008034706115723
US,sent_momentum_3d,5.937783718109131
US,emb_pc45,5.912729740142822
US,xlf,5.885415077209473
US,emb_pc30,5.743714809417725
US,emb_pc6,5.663660049438477
US,emb_pc32,5.662309646606445
US,emb_pc29,5.58254861831665
US,emb_pc37,5.560523986816406
US,emb_pc46,5.512213230133057
US,emb_pc2,5.450047969818115
US,bond,5.431272506713867
US,soxx,5.375044822692871
US,iwm,5.36671257019043
US,ret_lag1,5.364184379577637
US,qqq_volume,5.339147567749023
US,emb_pc47,5.293813705444336
US,emb_pc4,5.241996765136719
US,emb_pc43,5.222832679748535
US,sent_vol_5d,5.20368766784668
US,emb_pc26,5.191003322601318
US,ret_lag4,5.181593418121338
US,vix,5.155875205993652
US,emb_pc23,5.108535289764404
US,emb_pc31,5.107097148895264
US,ret_lag3,5.100606918334961
US,tlt,5.093571186065674
US,us5y,5.0056962966918945
US,hyg,5.00527811050415
US,sent_score_ma5,4.993135929107666
US,qqq_hl_range,4.983435153961182
US,sent_score_ma20,4.976599216461182
US,vix9d,4.962916374206543
US,emb_pc18,4.945145606994629
US,emb_pc38,4.938994407653809
US,rolling_mean_20,4.934730529785156
US,emb_pc15,4.920017242431641
US,emb_pc25,4.911857604980469
US,rolling_std_5,4.90315055847168
US,cny,4.895486354827881
US,emb_pc21,4.892236709594727
US,emb_pc40,4.888819217681885
US,emb_pc5,4.880610466003418
US,emb_pc28,4.86914587020874
US,emb_pc36,4.86771297454834
US,emb_pc20,4.814199924468994
US,rolling_mean_5,4.745456218719482
US,rolling_absret_5,4.742222785949707
US,smh,4.735737323760986
US,rolling_std_20,4.6888861656188965
US,emb_pc8,4.686976432800293
US,emb_pc48,4.67839241027832
US,emb_pc27,4.676417350769043
US,emb_pc13,4.673244476318359
US,emb_pc35,4.6661248207092285
US,eth,4.660500526428223
US,mxn,4.6556243896484375
US,oil,4.628057956695557
US,emb_pc10,4.604532241821289
US,xlk,4.595044136047363
US,dia,4.582859039306641
US,gold,4.570651054382324
US,hsi,4.562670707702637
US,rolling_absret_20,4.557129383087158
US,jpy,4.527956008911133
US,qqq_open,4.518937587738037
US,nikkei,4.516243934631348
US,rolling_skew_20,4.511946678161621
US,qqq_oc_gap,4.509310245513916
US,emb_pc11,4.464857578277588
US,emb_pc50,4.461431503295898
US,emb_pc17,4.4432220458984375
US,emb_pc16,4.4418487548828125
US,qqq_close,4.425950050354004
US,cad,4.401865482330322
US,vvix,4.374982833862305
US,emb_pc39,4.370629787445068
US,rolling_kurt_20,4.344964981079102
US,emb_pc3,4.3287353515625
US,emb_pc12,4.2898759841918945
US,sent_pos_ratio,4.286688804626465
US,emb_pc1,4.281375408172607
US,bitcoin,4.234407424926758
US,emb_pc49,4.227950096130371
US,qqq_high,4.219544410705566
US,sent_neg_ratio,4.215863227844238
US,emb_pc33,4.167696475982666
US,emb_pc24,4.159239292144775
US,eur,4.157303810119629
US,xle,4.109935283660889
US,emb_pc9,4.021516799926758
US,sent_surprise,4.015404224395752
US,xlv,3.97159481048584
US,us30y,3.925687074661255
US,sent_pos_mean,3.836348295211792
US,uup,3.767543315887451
US,sent_neu_mean,3.724766492843628
US,sent_max_neg,3.210280179977417
US,sent_neg_mean,3.1725118160247803
US,emb_pc7,2.947141408920288
US,news_volume_chg,2.8103368282318115
US,emb_pc41,2.5707814693450928
