market,model,auc_point,ci_low,ci_high
US,Logit,0.5412984913793103,0.4844613912899725,0.5989583713382599
US,RandomForest,0.6943157327586207,0.6420498915919829,0.7451864288216691
US,XGBoost,0.7204741379310344,0.6710217477118717,0.7687807313910417
