market,baseline,model,DM_stat,p_value,favors_full
US,XGB_No_News,XGB_Full,7.314145334111726,1.4785950241957835e-12,True
US,XGB_News_Only,XGB_Full,0.36328965787474815,0.7165848456955246,False
US,XGB_Financial_Only,XGB_Full,8.155429409279225,4.884981308350689e-15,True
