market,model,r2_point,ci_low,ci_high
US,Ridge,-8.996358498413471,-12.690227903741594,-6.350962173743604
US,RandomForest,-0.3627547303687344,-0.7354647363177229,-0.09813752939925141
US,XGBoost,0.21503520011901855,0.11518294364213943,0.296596373617649
