market,model,r2_point,r2_ci_low,r2_ci_high
US,Ridge,-22.726393496977227,-29.5017961549051,-17.8320711082189
US,RandomForest,-0.41951154163787163,-0.6313784365221571,-0.26020701710021965
US,XGBoost,-0.07276797294616699,-0.15800732970237732,-0.008447071909904486
US,LightGBM,-0.003228552238187854,-0.024159703489683482,0.00039541063666267127
US,Stacking,0.0005054997712832243,-0.013198958183346609,0.001361959255247099
