Date,Price
2014-01-02,667.2000122070312
2014-01-03,667.9000244140625
2014-01-06,668.5999755859375
2014-01-07,670.9000244140625
2014-01-08,667.2000122070312
2014-01-09,664.0
2014-01-10,668.5999755859375
2014-01-13,670.4000244140625
2014-01-14,671.7999877929688
2014-01-15,677.5
2014-01-16,676.7000122070312
2014-01-17,678.2000122070312
2014-01-20,678.7000122070312
2014-01-21,678.7999877929688
2014-01-22,678.2999877929688
2014-01-23,672.7999877929688
2014-01-24,661.9000244140625
2014-01-27,650.5999755859375
2014-01-28,653.0999755859375
2014-01-29,649.7999877929688
2014-01-30,649.5999755859375
2014-01-31,646.9000244140625
2014-02-03,641.7999877929688
2014-02-04,641.7999877929688
2014-02-05,642.7999877929688
2014-02-06,652.7000122070312
2014-02-07,654.2000122070312
2014-02-10,655.7999877929688
2014-02-11,662.7999877929688
2014-02-12,664.2999877929688
2014-02-13,663.0999755859375
2014-02-14,663.4000244140625
2014-02-17,670.0999755859375
2014-02-18,677.2999877929688
2014-02-19,678.0999755859375
2014-02-20,678.4000244140625
2014-02-21,682.0999755859375
2014-02-24,684.9000244140625
2014-02-25,687.7999877929688
2014-02-26,676.7999877929688
2014-02-27,677.0
2014-02-28,677.5
2014-03-03,667.2999877929688
2014-03-04,677.0
2014-03-05,674.0
2014-03-06,674.7999877929688
2014-03-07,668.2000122070312
2014-03-10,664.7000122070312
2014-03-11,665.0999755859375
2014-03-12,661.2000122070312
2014-03-13,654.5999755859375
2014-03-14,651.7000122070312
2014-03-17,656.2999877929688
2014-03-18,659.2000122070312
2014-03-19,656.0
2014-03-20,653.2000122070312
2014-03-21,654.2999877929688
2014-03-24,650.2000122070312
2014-03-25,658.7999877929688
2014-03-26,659.4000244140625
2014-03-27,657.9000244140625
2014-03-28,660.4000244140625
2014-03-31,659.5
2014-04-01,664.0
2014-04-02,665.0
2014-04-03,663.7999877929688
2014-04-04,668.5999755859375
2014-04-07,661.5
2014-04-08,658.2000122070312
2014-04-09,662.2000122070312
2014-04-10,663.4000244140625
2014-04-11,655.4000244140625
2014-04-14,657.7000122070312
2014-04-15,653.5999755859375
2014-04-16,658.5
2014-04-17,662.2999877929688
2014-04-22,668.5999755859375
2014-04-23,668.0
2014-04-24,670.5
2014-04-25,669.5
2014-04-28,670.0
2014-04-29,677.9000244140625
2014-04-30,679.2999877929688
2014-05-01,681.7000122070312
2014-05-02,682.5999755859375
2014-05-06,680.5
2014-05-07,680.7999877929688
2014-05-08,685.4000244140625
2014-05-09,683.0999755859375
2014-05-12,686.5
2014-05-13,689.2000122070312
2014-05-14,690.7000122070312
2014-05-15,687.0999755859375
2014-05-16,688.0
2014-05-19,686.9000244140625
2014-05-20,682.5999755859375
2014-05-21,677.7999877929688
2014-05-22,677.9000244140625
2014-05-23,677.0999755859375
2014-05-27,680.2000122070312
2014-05-28,680.7000122070312
2014-05-29,683.0
2014-05-30,679.7999877929688
2014-06-02,682.2000122070312
2014-06-03,680.4000244140625
2014-06-04,678.7999877929688
2014-06-05,677.7000122070312
2014-06-06,682.0999755859375
2014-06-09,683.7999877929688
2014-06-10,684.0
2014-06-11,681.4000244140625
2014-06-12,682.2999877929688
2014-06-13,675.7999877929688
2014-06-16,673.5
2014-06-17,675.2999877929688
2014-06-18,676.5
2014-06-19,679.7000122070312
2014-06-20,680.9000244140625
2014-06-23,678.7000122070312
2014-06-24,676.7999877929688
2014-06-25,670.9000244140625
2014-06-26,671.2999877929688
2014-06-27,674.0999755859375
2014-06-30,672.7999877929688
2014-07-01,678.2000122070312
2014-07-02,679.4000244140625
2014-07-03,684.0
2014-07-04,684.5
2014-07-07,679.7000122070312
2014-07-08,671.7999877929688
2014-07-09,669.5
2014-07-10,665.2000122070312
2014-07-11,666.5
2014-07-14,672.5
2014-07-15,668.7999877929688
2014-07-16,675.7999877929688
2014-07-17,671.2999877929688
2014-07-18,672.2000122070312
2014-07-21,670.0
2014-07-22,676.5999755859375
2014-07-23,677.4000244140625
2014-07-24,679.9000244140625
2014-07-25,677.2000122070312
2014-07-28,676.7999877929688
2014-07-29,678.0999755859375
2014-07-30,675.2999877929688
2014-07-31,670.7999877929688
2014-08-01,666.5999755859375
2014-08-04,665.7000122070312
2014-08-05,666.2999877929688
2014-08-06,663.5999755859375
2014-08-07,659.5999755859375
2014-08-08,656.2999877929688
2014-08-11,662.5999755859375
2014-08-12,662.7000122070312
2014-08-13,666.9000244140625
2014-08-14,669.7000122070312
2014-08-15,669.7999877929688
2014-08-18,675.5999755859375
2014-08-19,679.4000244140625
2014-08-20,672.5
2014-08-21,674.9000244140625
2014-08-22,674.4000244140625
2014-08-26,679.0
2014-08-27,680.2999877929688
2014-08-28,677.7999877929688
2014-08-29,679.2999877929688
2014-09-01,679.7999877929688
2014-09-02,679.7000122070312
2014-09-03,684.0
2014-09-04,684.9000244140625
2014-09-05,682.4000244140625
2014-09-08,681.0
2014-09-09,680.2999877929688
2014-09-10,680.5999755859375
2014-09-11,677.2999877929688
2014-09-12,677.5999755859375
2014-09-15,678.0
2014-09-16,676.2000122070312
2014-09-17,675.4000244140625
2014-09-18,679.0999755859375
2014-09-19,680.7000122070312
2014-09-22,675.4000244140625
2014-09-23,665.5999755859375
2014-09-24,668.7999877929688
2014-09-25,661.7000122070312
2014-09-26,663.0
2014-09-29,662.5999755859375
2014-09-30,660.5
2014-10-01,653.0999755859375
2014-10-02,642.0999755859375
2014-10-03,651.0
2014-10-06,654.75
2014-10-07,647.2999877929688
2014-10-08,646.2999877929688
2014-10-09,640.7999877929688
2014-10-10,631.9000244140625
2014-10-13,634.5999755859375
2014-10-14,637.2000122070312
2014-10-15,618.7000122070312
2014-10-16,618.2000122070312
2014-10-17,629.2000122070312
2014-10-20,624.9000244140625
2014-10-21,636.0999755859375
2014-10-22,638.7999877929688
2014-10-23,641.0999755859375
2014-10-24,638.0999755859375
2014-10-27,635.9000244140625
2014-10-28,639.4000244140625
2014-10-29,644.2000122070312
2014-10-30,645.2000122070312
2014-10-31,653.7000122070312
2014-11-03,647.5
2014-11-04,644.2000122070312
2014-11-05,652.4000244140625
2014-11-06,654.9000244140625
2014-11-07,656.0999755859375
2014-11-10,660.5
2014-11-11,662.2999877929688
2014-11-12,660.7000122070312
2014-11-13,664.0999755859375
2014-11-14,666.2000122070312
2014-11-17,668.2000122070312
2014-11-18,671.7999877929688
2014-11-19,670.9000244140625
2014-11-20,669.4000244140625
2014-11-21,676.2000122070312
2014-11-24,674.2000122070312
2014-11-25,674.2000122070312
2014-11-26,673.7999877929688
2014-11-27,666.7000122070312
2014-11-28,666.5999755859375
2014-12-01,660.0999755859375
2014-12-02,669.0
2014-12-03,665.5
2014-12-04,662.5
2014-12-05,668.2999877929688
2014-12-08,661.9000244140625
2014-12-09,647.5
2014-12-10,645.0
2014-12-11,641.0
2014-12-12,624.7000122070312
2014-12-15,614.0999755859375
2014-12-16,628.9000244140625
2014-12-17,628.5999755859375
2014-12-18,641.2000122070312
2014-12-19,650.0
2014-12-22,652.7999877929688
2014-12-23,653.2999877929688
2014-12-24,655.9000244140625
2014-12-29,657.5
2014-12-30,648.7999877929688
2014-12-31,651.9000244140625
2015-01-02,649.0999755859375
2015-01-05,635.7000122070312
2015-01-06,631.0
2015-01-07,636.4000244140625
2015-01-08,650.4000244140625
2015-01-09,644.0999755859375
2015-01-12,644.4000244140625
2015-01-13,648.2999877929688
2015-01-14,633.2000122070312
2015-01-15,644.2999877929688
2015-01-16,649.0
2015-01-19,653.0
2015-01-20,656.5
2015-01-21,667.0999755859375
2015-01-22,673.5
2015-01-23,677.7999877929688
2015-01-26,679.5
2015-01-27,675.2000122070312
2015-01-28,676.5999755859375
2015-01-29,675.5
2015-01-30,668.5
2015-02-02,672.5
2015-02-03,681.0
2015-02-04,680.5
2015-02-05,680.9000244140625
2015-02-06,679.7000122070312
2015-02-09,677.9000244140625
2015-02-10,677.0
2015-02-11,676.2999877929688
2015-02-12,678.2000122070312
2015-02-13,682.5999755859375
2015-02-16,681.4000244140625
2015-02-17,685.0999755859375
2015-02-18,684.5999755859375
2015-02-19,685.2999877929688
2015-02-20,687.4000244140625
2015-02-23,687.2999877929688
2015-02-24,691.0
2015-02-25,689.7000122070312
2015-02-26,689.0999755859375
2015-02-27,688.7000122070312
2015-03-02,688.2000122070312
2015-03-03,683.7000122070312
2015-03-04,686.7999877929688
2015-03-05,692.2000122070312
2015-03-06,687.2999877929688
2015-03-09,683.4000244140625
2015-03-10,666.2000122070312
2015-03-11,668.5
2015-03-12,672.7999877929688
2015-03-13,671.2999877929688
2015-03-16,677.5
2015-03-17,680.4000244140625
2015-03-18,691.2000122070312
2015-03-19,694.4000244140625
2015-03-20,700.2000122070312
2015-03-23,701.5999755859375
2015-03-24,700.0
2015-03-25,696.9000244140625
2015-03-26,687.4000244140625
2015-03-27,683.7999877929688
2015-03-30,687.7999877929688
2015-03-31,675.7000122070312
2015-04-01,679.0
2015-04-02,682.5
2015-04-07,694.5999755859375
2015-04-08,692.4000244140625
2015-04-09,700.5999755859375
2015-04-10,708.7999877929688
2015-04-13,705.9000244140625
2015-04-14,706.7999877929688
2015-04-15,709.4000244140625
2015-04-16,705.5999755859375
2015-04-17,698.9000244140625
2015-04-20,704.7000122070312
2015-04-21,705.5999755859375
2015-04-22,702.2000122070312
2015-04-23,705.7000122070312
2015-04-24,707.7999877929688
2015-04-27,710.9000244140625
2015-04-28,704.0999755859375
2015-04-29,695.0999755859375
2015-04-30,697.0999755859375
2015-05-01,699.2000122070312
2015-05-05,693.4000244140625
2015-05-06,694.5
2015-05-07,690.7999877929688
2015-05-08,707.0
2015-05-11,705.2000122070312
2015-05-12,696.9000244140625
2015-05-13,699.4000244140625
2015-05-14,702.0
2015-05-15,700.0999755859375
2015-05-18,700.2000122070312
2015-05-19,704.2999877929688
2015-05-20,705.7999877929688
2015-05-21,707.4000244140625
2015-05-22,708.5999755859375
2015-05-26,701.0999755859375
2015-05-27,707.4000244140625
2015-05-28,698.9000244140625
2015-05-29,693.2999877929688
2015-06-01,690.4000244140625
2015-06-02,687.5
2015-06-03,690.7000122070312
2015-06-04,682.0999755859375
2015-06-05,676.9000244140625
2015-06-08,674.2999877929688
2015-06-09,670.7999877929688
2015-06-10,678.7999877929688
2015-06-11,681.2000122070312
2015-06-12,674.7000122070312
2015-06-15,668.7000122070312
2015-06-16,668.4000244140625
2015-06-17,665.5
2015-06-18,668.4000244140625
2015-06-19,670.2000122070312
2015-06-22,680.7999877929688
2015-06-23,682.2000122070312
2015-06-24,682.5
2015-06-25,679.5999755859375
2015-06-26,674.2999877929688
2015-06-29,661.0999755859375
2015-06-30,650.7000122070312
2015-07-01,660.0999755859375
2015-07-02,662.0999755859375
2015-07-03,658.0
2015-07-06,652.2999877929688
2015-07-07,642.5
2015-07-08,648.5
2015-07-09,656.9000244140625
2015-07-10,666.7999877929688
2015-07-13,672.9000244140625
2015-07-14,675.0
2015-07-15,674.0
2015-07-16,678.5999755859375
2015-07-17,676.9000244140625
2015-07-20,678.0999755859375
2015-07-21,675.7000122070312
2015-07-22,666.0
2015-07-23,664.7999877929688
2015-07-24,656.7999877929688
2015-07-27,650.0999755859375
2015-07-28,655.4000244140625
2015-07-29,662.5999755859375
2015-07-30,666.5999755859375
2015-07-31,668.7000122070312
2015-08-03,668.2999877929688
2015-08-04,668.2999877929688
2015-08-05,674.5
2015-08-06,675.0999755859375
2015-08-07,671.7999877929688
2015-08-10,674.2999877929688
2015-08-11,666.0999755859375
2015-08-12,657.7000122070312
2015-08-13,660.7999877929688
2015-08-14,659.0999755859375
2015-08-17,659.0
2015-08-18,656.0
2015-08-19,643.7000122070312
2015-08-20,641.2000122070312
2015-08-21,623.0999755859375
2015-08-24,593.2000122070312
2015-08-25,612.5
2015-08-26,601.4000244140625
2015-08-27,619.0999755859375
2015-08-28,624.0
2015-09-01,604.0
2015-09-02,607.0
2015-09-03,618.7999877929688
2015-09-04,603.5999755859375
2015-09-07,606.7000122070312
2015-09-08,613.7999877929688
2015-09-09,622.5
2015-09-10,615.7000122070312
2015-09-11,611.5999755859375
2015-09-14,608.4000244140625
2015-09-15,613.5
2015-09-16,622.2999877929688
2015-09-17,618.0999755859375
2015-09-18,610.2999877929688
2015-09-21,610.2999877929688
2015-09-22,593.5
2015-09-23,602.7999877929688
2015-09-24,595.5999755859375
2015-09-25,610.9000244140625
2015-09-28,595.7000122070312
2015-09-29,590.7000122070312
2015-09-30,606.9000244140625
2015-10-01,607.2000122070312
2015-10-02,612.4000244140625
2015-10-05,629.2999877929688
2015-10-06,632.5
2015-10-07,633.2000122070312
2015-10-08,637.5999755859375
2015-10-09,641.2999877929688
2015-10-12,637.2999877929688
2015-10-13,633.9000244140625
2015-10-14,626.5
2015-10-15,633.2999877929688
2015-10-16,638.0
2015-10-19,634.5999755859375
2015-10-20,634.5999755859375
2015-10-21,634.0999755859375
2015-10-22,637.4000244140625
2015-10-23,643.4000244140625
2015-10-26,641.4000244140625
2015-10-27,635.7000122070312
2015-10-28,642.7999877929688
2015-10-29,638.7999877929688
2015-10-30,635.5999755859375
2015-11-02,635.7000122070312
2015-11-03,637.7999877929688
2015-11-04,639.9000244140625
2015-11-05,635.5
2015-11-06,635.0
2015-11-09,628.2999877929688
2015-11-10,627.4000244140625
2015-11-11,629.2000122070312
2015-11-12,618.9000244140625
2015-11-13,613.7000122070312
2015-11-16,616.5
2015-11-17,629.0
2015-11-18,630.2000122070312
2015-11-19,635.5
2015-11-20,635.7000122070312
2015-11-23,632.9000244140625
2015-11-24,629.7000122070312
2015-11-25,635.0999755859375
2015-11-26,641.5999755859375
2015-11-27,639.5
2015-11-30,638.4000244140625
2015-12-01,642.2000122070312
2015-12-02,644.7999877929688
2015-12-03,630.2999877929688
2015-12-04,626.5999755859375
2015-12-07,625.5
2015-12-08,616.0999755859375
2015-12-09,615.5
2015-12-10,603.5999755859375
2015-12-11,590.0999755859375
2015-12-14,582.5
2015-12-15,597.0999755859375
2015-12-16,601.2999877929688
2015-12-17,605.2999877929688
2015-12-18,599.7000122070312
2015-12-21,597.7000122070312
2015-12-22,603.4000244140625
2015-12-23,618.5
2015-12-24,623.5999755859375
2015-12-29,626.5
2015-12-30,622.2999877929688
2015-12-31,616.2000122070312
2016-01-04,604.2000122070312
2016-01-05,608.2000122070312
2016-01-06,602.4000244140625
2016-01-07,590.5999755859375
2016-01-08,585.5999755859375
2016-01-11,582.2999877929688
2016-01-12,588.2000122070312
2016-01-13,591.5999755859375
2016-01-14,587.5
2016-01-15,574.5999755859375
2016-01-18,573.0
2016-01-19,582.9000244140625
2016-01-20,563.0
2016-01-21,573.0999755859375
2016-01-22,585.0
2016-01-25,583.5
2016-01-26,586.5999755859375
2016-01-27,595.2000122070312
2016-01-28,588.2999877929688
2016-01-29,604.0999755859375
2016-02-01,602.2000122070312
2016-02-02,588.0
2016-02-03,579.5
2016-02-04,585.5999755859375
2016-02-05,581.2999877929688
2016-02-08,564.7000122070312
2016-02-09,559.5
2016-02-10,562.9000244140625
2016-02-11,549.4000244140625
2016-02-12,567.4000244140625
2016-02-15,578.0999755859375
2016-02-16,582.5999755859375
2016-02-17,597.7999877929688
2016-02-18,594.0999755859375
2016-02-19,591.5
2016-02-22,600.2999877929688
2016-02-23,593.0999755859375
2016-02-24,584.2000122070312
2016-02-25,598.5
2016-02-26,606.7000122070312
2016-02-29,607.9000244140625
2016-03-01,612.2999877929688
2016-03-02,611.5999755859375
2016-03-03,611.7000122070312
2016-03-04,618.4000244140625
2016-03-07,616.0999755859375
2016-03-08,610.4000244140625
2016-03-09,612.7000122070312
2016-03-10,597.0
2016-03-11,607.7000122070312
2016-03-14,610.9000244140625
2016-03-15,607.5
2016-03-16,611.2999877929688
2016-03-17,615.0999755859375
2016-03-18,613.2000122070312
2016-03-21,613.9000244140625
2016-03-22,614.0999755859375
2016-03-23,614.5
2016-03-24,605.4000244140625
2016-03-29,606.0999755859375
2016-03-30,614.5999755859375
2016-03-31,612.5999755859375
2016-04-01,609.2000122070312
2016-04-04,611.7000122070312
2016-04-05,604.0
2016-04-06,610.7000122070312
2016-04-07,609.7000122070312
2016-04-08,615.5999755859375
2016-04-11,615.7000122070312
2016-04-12,619.0999755859375
2016-04-13,632.2999877929688
2016-04-14,633.0999755859375
2016-04-15,630.4000244140625
2016-04-18,631.0999755859375
2016-04-19,636.2000122070312
2016-04-20,636.7000122070312
2016-04-21,634.0
2016-04-22,626.9000244140625
2016-04-25,622.0
2016-04-26,624.0
2016-04-27,628.0
2016-04-28,628.2999877929688
2016-04-29,620.0
2016-05-03,615.0
2016-05-04,607.9000244140625
2016-05-05,609.5
2016-05-06,610.2000122070312
2016-05-09,608.7000122070312
2016-05-10,612.9000244140625
2016-05-11,613.7000122070312
2016-05-12,608.5
2016-05-13,612.0999755859375
2016-05-16,613.2000122070312
2016-05-17,614.5999755859375
2016-05-18,614.2000122070312
2016-05-19,605.0
2016-05-20,615.0999755859375
2016-05-23,614.5
2016-05-24,623.7999877929688
2016-05-25,627.9000244140625
2016-05-26,628.7000122070312
2016-05-27,628.0
2016-05-31,623.7999877929688
2016-06-01,618.7000122070312
2016-06-02,619.0
2016-06-03,621.5
