Date,Close
2014-01-03,3074.429931640625
2014-01-06,3069.159912109375
2014-01-07,3110.9599609375
2014-01-08,3110.659912109375
2014-01-09,3090.260009765625
2014-01-10,3104.14990234375
2014-01-13,3111.93994140625
2014-01-14,3119.530029296875
2014-01-15,3168.760009765625
2014-01-16,3150.199951171875
2014-01-17,3154.10009765625
2014-01-20,3153.169921875
2014-01-21,3153.080078125
2014-01-22,3151.27001953125
2014-01-23,3117.080078125
2014-01-24,3028.199951171875
2014-01-27,3014.6201171875
2014-01-28,3038.60009765625
2014-01-29,3011.449951171875
2014-01-30,3027.300048828125
2014-01-31,3013.9599609375
2014-02-03,2963.9599609375
2014-02-04,2962.489990234375
2014-02-05,2962.510009765625
2014-02-06,3010.7900390625
2014-02-07,3038.489990234375
2014-02-10,3032.530029296875
2014-02-11,3077.080078125
2014-02-12,3094.889892578125
2014-02-13,3097.949951171875
2014-02-14,3119.06005859375
2014-02-18,3117.43994140625
2014-02-19,3120.800048828125
2014-02-20,3121.590087890625
2014-02-21,3131.669921875
2014-02-24,3157.31005859375
2014-02-25,3157.47998046875
2014-02-26,3148.18994140625
2014-02-27,3134.93994140625
2014-02-28,3149.22998046875
2014-03-03,3053.989990234375
2014-03-04,3136.330078125
2014-03-05,3135.969970703125
2014-03-06,3144.530029296875
2014-03-07,3095.31005859375
2014-03-10,3092.7900390625
2014-03-11,3092.550048828125
2014-03-12,3065.4599609375
2014-03-13,3019.5400390625
2014-03-14,3004.639892578125
2014-03-17,3049.18994140625
2014-03-18,3073.75
2014-03-19,3076.360107421875
2014-03-20,3088.89990234375
2014-03-21,3096.489990234375
2014-03-24,3052.909912109375
2014-03-25,3096.639892578125
2014-03-26,3130.169921875
2014-03-27,3133.75
2014-03-28,3172.429931640625
2014-03-31,3161.60009765625
2014-04-01,3186.340087890625
2014-04-02,3187.449951171875
2014-04-03,3206.760009765625
2014-04-04,3230.330078125
2014-04-07,3185.969970703125
2014-04-08,3177.659912109375
2014-04-09,3182.7900390625
2014-04-10,3152.860107421875
2014-04-11,3116.5400390625
2014-04-14,3131.570068359375
2014-04-15,3091.52001953125
2014-04-16,3139.260009765625
2014-04-17,3155.81005859375
2014-04-22,3199.68994140625
2014-04-23,3175.969970703125
2014-04-24,3189.81005859375
2014-04-25,3147.39990234375
2014-04-28,3165.840087890625
2014-04-29,3208.679931640625
2014-04-30,3198.389892578125
2014-05-02,3177.889892578125
2014-05-05,3171.2900390625
2014-05-06,3149.7900390625
2014-05-07,3159.669921875
2014-05-08,3204.300048828125
2014-05-09,3184.090087890625
2014-05-12,3206.969970703125
2014-05-13,3211.780029296875
2014-05-14,3210.419921875
2014-05-15,3163.219970703125
2014-05-16,3172.719970703125
2014-05-19,3169.89990234375
2014-05-20,3163.929931640625
2014-05-21,3187.080078125
2014-05-22,3187.6298828125
2014-05-23,3203.280029296875
2014-05-26,3240.389892578125
2014-05-27,3244.280029296875
2014-05-28,3246.239990234375
2014-05-30,3244.60009765625
2014-06-02,3247.800048828125
2014-06-03,3241.0400390625
2014-06-04,3237.929931640625
2014-06-05,3267.050048828125
2014-06-06,3294.280029296875
2014-06-10,3313.800048828125
2014-06-11,3289.090087890625
2014-06-12,3284.280029296875
2014-06-13,3282.840087890625
2014-06-16,3261.419921875
2014-06-17,3275.330078125
2014-06-18,3279.199951171875
2014-06-19,3314.800048828125
2014-06-20,3302.360107421875
2014-06-23,3282.580078125
2014-06-24,3284.81005859375
2014-06-25,3252.31005859375
2014-06-26,3233.18994140625
2014-06-27,3227.85009765625
2014-06-30,3228.239990234375
2014-07-01,3258.7099609375
2014-07-02,3252.25
2014-07-03,3289.75
2014-07-04,3270.469970703125
2014-07-07,3230.919921875
2014-07-08,3184.3798828125
2014-07-09,3203.10009765625
2014-07-10,3150.590087890625
2014-07-11,3157.050048828125
2014-07-14,3185.860107421875
2014-07-15,3153.75
2014-07-16,3202.93994140625
2014-07-17,3157.820068359375
2014-07-18,3164.2099609375
2014-07-21,3137.06005859375
2014-07-22,3189.219970703125
2014-07-23,3193.1298828125
2014-07-24,3220.070068359375
2014-07-25,3174.989990234375
2014-07-28,3171.550048828125
2014-07-29,3190.5400390625
2014-07-30,3169.22998046875
2014-07-31,3115.510009765625
2014-08-04,3070.4599609375
2014-08-05,3072.199951171875
2014-08-06,3050.3701171875
2014-08-07,3012.8798828125
2014-08-08,3006.830078125
2014-08-11,3047.56005859375
2014-08-12,3023.77001953125
2014-08-13,3056.169921875
2014-08-14,3058.159912109375
2014-08-15,3033.52001953125
2014-08-18,3073.449951171875
2014-08-19,3091.110107421875
2014-08-20,3083.5
2014-08-21,3124.56005859375
2014-08-22,3098.5
2014-08-25,3165.469970703125
2014-08-26,3197.5400390625
2014-08-27,3194.449951171875
2014-08-28,3164.43994140625
2014-08-29,3172.6298828125
2014-09-01,3175.050048828125
2014-09-02,3180.2900390625
2014-09-03,3218.840087890625
2014-09-04,3277.25
2014-09-05,3275.25
2014-09-08,3267.5400390625
2014-09-09,3245.429931640625
2014-09-10,3244.159912109375
2014-09-11,3237.760009765625
2014-09-12,3235.070068359375
2014-09-15,3231.699951171875
2014-09-16,3221.72998046875
2014-09-17,3237.43994140625
2014-09-18,3271.3701171875
2014-09-19,3273.25
2014-09-22,3257.47998046875
2014-09-23,3205.929931640625
2014-09-24,3244.010009765625
2014-09-25,3202.31005859375
2014-09-26,3219.580078125
2014-09-29,3186.949951171875
2014-09-30,3225.929931640625
2014-10-01,3195.080078125
2014-10-02,3106.419921875
2014-10-03,3133.3701171875
2014-10-06,3138.669921875
2014-10-07,3082.10009765625
2014-10-08,3053.31005859375
2014-10-09,3042.449951171875
2014-10-10,2991.5
2014-10-13,2998.320068359375
2014-10-14,3000.989990234375
2014-10-15,2892.550048828125
2014-10-16,2874.64990234375
2014-10-17,2962.239990234375
2014-10-20,2927.300048828125
2014-10-21,2991.4599609375
2014-10-22,3008.530029296875
2014-10-23,3044.300048828125
2014-10-24,3030.3701171875
2014-10-27,2998.840087890625
2014-10-28,3036.14990234375
2014-10-29,3022.419921875
2014-10-30,3035.89990234375
2014-10-31,3113.320068359375
2014-11-03,3082.320068359375
2014-11-04,3034.239990234375
2014-11-05,3091.5400390625
2014-11-06,3102.070068359375
2014-11-07,3064.919921875
2014-11-10,3094.60009765625
2014-11-11,3104.590087890625
2014-11-12,3047.300048828125
2014-11-13,3056.800048828125
2014-11-14,3059.989990234375
2014-11-17,3084.7900390625
2014-11-18,3120.419921875
2014-11-19,3123.1201171875
2014-11-20,3102.2099609375
2014-11-21,3194.219970703125
2014-11-24,3211.699951171875
2014-11-25,3226.14990234375
2014-11-26,3226.080078125
2014-11-27,3244.919921875
2014-11-28,3250.929931640625
2014-12-01,3232.909912109375
2014-12-02,3238.35009765625
2014-12-03,3247.719970703125
2014-12-04,3191.25
2014-12-05,3277.3798828125
2014-12-08,3247.989990234375
2014-12-09,3162.77001953125
2014-12-10,3150.949951171875
2014-12-11,3159.110107421875
2014-12-12,3067.320068359375
2014-12-15,2982.89990234375
2014-12-16,3049.989990234375
2014-12-17,3051.989990234375
2014-12-18,3153.77001953125
2014-12-19,3141.280029296875
2014-12-22,3154.909912109375
2014-12-23,3192.469970703125
2014-12-30,3135.949951171875
2015-01-05,3023.139892578125
2015-01-07,3026.7900390625
2015-01-08,3135.080078125
2015-01-09,3042.89990234375
2015-01-12,3084.179931640625
2015-01-13,3133.860107421875
2015-01-14,3089.669921875
2015-01-15,3157.360107421875
2015-01-16,3202.239990234375
2015-01-19,3220.89990234375
2015-01-20,3244.919921875
2015-01-21,3269.72998046875
2015-01-22,3322.64990234375
2015-01-23,3382.550048828125
2015-01-26,3414.280029296875
2015-01-27,3372.580078125
2015-01-28,3358.9599609375
2015-01-29,3371.830078125
2015-01-30,3351.43994140625
2015-02-02,3370.110107421875
2015-02-03,3414.179931640625
2015-02-04,3415.530029296875
2015-02-05,3408.9599609375
2015-02-06,3398.159912109375
2015-02-09,3347.75
2015-02-10,3383.1298828125
2015-02-11,3374.139892578125
2015-02-12,3417.610107421875
2015-02-13,3447.590087890625
2015-02-16,3433.300048828125
2015-02-17,3438.43994140625
2015-02-18,3465.800048828125
2015-02-19,3488.080078125
2015-02-20,3490.530029296875
2015-02-23,3519.580078125
2015-02-24,3547.10009765625
2015-02-25,3541.780029296875
2015-02-26,3574.93994140625
2015-02-27,3599.0
2015-03-02,3591.090087890625
2015-03-03,3549.110107421875
2015-03-04,3583.43994140625
2015-03-05,3618.2099609375
2015-03-06,3617.6201171875
2015-03-09,3610.280029296875
2015-03-10,3567.25
2015-03-11,3649.5400390625
2015-03-12,3641.320068359375
