Lag,RMSE,R2,Dir_Acc,N_test
0,0.008270613768146758,0.6214594696864872,0.7831858407079646,452
1,0.008428887227552091,0.6068326975753274,0.7699115044247787,452
2,0.008231327758636352,0.6250471180296246,0.7721238938053098,452
