"Date","Price","Open","High","Low","Vol.","Change %"
"04/08/2015","6,937.41","6,961.77","7,012.06","6,931.59","892.29M","-0.35%"
"04/07/2015","6,961.77","6,833.46","6,967.69","6,833.46","725.88M","1.88%"
"04/02/2015","6,833.46","6,809.50","6,849.91","6,801.27","593.71M","0.35%"
"04/01/2015","6,809.50","6,773.04","6,856.43","6,765.40","809.44M","0.54%"
"03/31/2015","6,773.04","6,891.43","6,910.07","6,765.05","928.18M","-1.72%"
"03/30/2015","6,891.43","6,855.02","6,914.60","6,855.02","659.07M","0.53%"
"03/27/2015","6,855.02","6,895.33","6,910.55","6,839.88","759.28M","-0.58%"
"03/26/2015","6,895.33","6,990.97","6,990.97","6,876.84","965.48M","-1.37%"
"03/25/2015","6,990.97","7,019.68","7,035.11","6,983.94","665.75M","-0.41%"
"03/24/2015","7,019.68","7,037.67","7,065.08","7,012.51","722.19M","-0.26%"
"03/23/2015","7,037.67","7,022.51","7,037.67","6,991.43","694.42M","0.22%"
"03/20/2015","7,022.51","6,962.32","7,024.21","6,960.81","1.46B","0.86%"
"03/19/2015","6,962.32","6,945.20","6,982.79","6,929.73","834.20M","0.25%"
"03/18/2015","6,945.20","6,837.61","6,945.20","6,837.26","796.53M","1.57%"
"03/17/2015","6,837.61","6,804.08","6,846.90","6,798.47","780.79M","0.49%"
"03/16/2015","6,804.08","6,740.58","6,809.08","6,740.58","706.94M","0.94%"
"03/13/2015","6,740.58","6,761.07","6,777.77","6,713.50","732.04M","-0.30%"
"03/12/2015","6,761.07","6,721.51","6,799.84","6,721.51","872.09M","0.59%"
"03/11/2015","6,721.51","6,702.84","6,738.95","6,693.80","769.93M","0.28%"
"03/10/2015","6,702.84","6,876.47","6,876.86","6,702.84","914.71M","-2.52%"
"03/09/2015","6,876.47","6,911.80","6,911.80","6,859.81","691.32M","-0.51%"
"03/06/2015","6,911.80","6,961.14","6,961.23","6,911.80","771.79M","-0.71%"
"03/05/2015","6,961.14","6,919.24","6,968.64","6,914.06","823.10M","0.61%"
"03/04/2015","6,919.24","6,889.13","6,919.24","6,862.87","764.09M","0.44%"
"03/03/2015","6,889.13","6,940.64","6,963.55","6,889.13","808.29M","-0.74%"
