market,med,hi_r2,lo_r2,hi_corr,lo_corr,r_r2,p_r2,n_hi,n_lo
US,-4.952071360550809,0.03173165948184559,0.22081158118561323,0.49374226916213815,0.5347134040074237,-0.46930980627184804,0.24071448883772878,4,4
UK,-5.050522902579669,-0.07586228557217575,-0.19364136806225,0.34990788699802045,0.18585037130341975,0.3291210610128572,0.42601314208743857,4,4
