market,baseline,model,dm,p
US,AR_Only,AR+News,-0.4327494061610452,0.6654036960644416
US,AR_Only,Full,1.2461605789694148,0.21335235936123054
US,Financial_Only,Full,4.425255480564287,1.2093339387231339e-05
US,News_Pure,Full,3.266229575097622,0.0011730147435262683
UK,AR_Only,AR+News,0.32751785431827596,0.743434529972447
UK,AR_Only,Full,-2.2051962009770696,0.027965214588261178
UK,Financial_Only,Full,-0.30514144619079026,0.7604050495790815
UK,News_Pure,Full,-1.023107948856929,0.3068280573439246
