market,features,model,r2_raw,r2_calibrated,corr,ceiling,slope,intercept,n_test
US,AR_Only,단독,0.26548476266494436,0.3030604630455247,0.5787378722111153,0.3349375247314492,0.6786633197434427,-1.4636187555692026,452
US,AR_Only,pooled,0.3009093019958641,0.3229589609411465,0.591037025943172,0.34932476603574975,0.7098195447110984,-1.306730968005008,452
UK,AR_Only,단독,-0.18589864524856292,0.0249672085053525,0.2680656713944879,0.07185920418017756,0.6299452140000483,-1.9705389996958993,434
UK,AR_Only,pooled,-0.11508934262063542,0.04288527228101291,0.2799597595020112,0.07837746694042394,0.7048420095126201,-1.6011513935795603,434
US,Full,단독,0.10472205402480139,0.22191868102609724,0.5438890340235761,0.29581528133109875,0.7939472457031705,-1.058293810513189,452
US,Full,pooled,0.2178539169976017,0.3626519822137201,0.613727856352837,0.37666188166344855,0.9280696512727385,-0.5036866688707669,452
UK,Full,단독,-1.0301566340012474,-0.08215164521740537,0.24681881794868357,0.0609195288935854,0.6066870072802155,-2.181313638695988,434
UK,Full,pooled,-1.4124048166199659,-0.15663774504173644,0.2667203040436261,0.07113972058912436,0.8475141716960558,-1.0598893304471835,434
