market,baseline,model,dm,p
US,AR_Only,AR+News,0.30855630729796124,0.7578015339727737
US,AR_Only,Full,0.9159902343351896,0.36016153002209617
US,Financial_Only,Full,1.9397304064427447,0.05303559570966665
US,News_Pure,Full,1.0412713542800907,0.29830749155282565
UK,AR_Only,AR+News,-2.940297981512957,0.003454626165822594
UK,AR_Only,Full,-1.6958458401372687,0.0906338895302885
UK,Financial_Only,Full,-2.5420614135163717,0.011367532148567783
UK,News_Pure,Full,-2.3052976048434544,0.021621875905361687
