"Date","Price","Open","High","Low","Vol.","Change %"
"02/08/2022","8.6219","8.6130","8.6368","8.5909","117.05K","0.11%"
"02/07/2022","8.6120","8.5684","8.6199","8.5656","108.13K","0.06%"
"02/04/2022","8.6068","8.6503","8.6615","8.5895","111.26K","-0.50%"
"02/03/2022","8.6497","8.6364","8.6698","8.6108","100.83K","0.13%"
"02/02/2022","8.6383","8.5976","8.6440","8.5969","75.23K","0.43%"
"02/01/2022","8.6011","8.5537","8.6064","8.5448","80.32K","0.54%"
"01/31/2022","8.5546","8.5235","8.5632","8.5148","82.36K","0.32%"
"01/28/2022","8.5273","8.5215","8.5453","8.4972","103.06K","0.02%"
"01/27/2022","8.5253","8.5115","8.5505","8.4960","104.93K","0.18%"
"01/26/2022","8.5099","8.5390","8.5532","8.4976","100.38K","-0.39%"
"01/25/2022","8.5428","8.5383","8.5529","8.5029","123.49K","0.05%"
"01/24/2022","8.5383","8.5932","8.5942","8.5079","120.96K","-0.64%"
"01/21/2022","8.5932","8.6239","8.6297","8.5838","97.09K","-0.35%"
"01/20/2022","8.6231","8.6368","8.6638","8.6146","101.74K","-0.13%"
"01/19/2022","8.6343","8.6372","8.6626","8.6276","123.17K","-0.03%"
"01/18/2022","8.6372","8.6642","8.6737","8.6199","136.23K","-0.31%"
"01/17/2022","8.6642","8.6874","8.6931","8.6563","96.98K","-0.27%"
"01/14/2022","8.6874","8.7172","8.7349","8.6728","97.91K","-0.34%"
"01/13/2022","8.7172","8.7107","8.7477","8.7104","92.88K","0.05%"
"01/12/2022","8.7129","8.6892","8.7209","8.6684","78.43K","0.25%"
"01/11/2022","8.6911","8.6566","8.6927","8.6432","76.79K","0.38%"
"01/10/2022","8.6580","8.6665","8.6735","8.6258","75.37K","-0.10%"
"01/07/2022","8.6665","8.6372","8.6726","8.6227","67.71K","0.34%"
"01/06/2022","8.6372","8.6278","8.6552","8.5984","98.68K","0.11%"
"01/05/2022","8.6276","8.6246","8.6556","8.6123","63.51K","0.06%"
"01/04/2022","8.6221","8.5638","8.6403","8.5611","65.91K","0.68%"
"01/03/2022","8.5636","8.6005","8.6080","8.5366","46.00K","-0.43%"
"12/31/2021","8.6005","8.6012","8.6175","8.5473","69.05K","-0.01%"
"12/30/2021","8.6012","8.5907","8.6200","8.5730","57.92K","0.13%"
"12/29/2021","8.5903","8.5570","8.5977","8.5361","63.14K","0.39%"
"12/28/2021","8.5570","8.5623","8.5748","8.5433","61.31K","-0.09%"
"12/27/2021","8.5646","8.5244","8.5685","8.5244","44.98K","0.47%"
"12/24/2021","8.5244","8.5393","8.5479","8.5224","95.89K","-0.21%"
"12/23/2021","8.5422","8.5064","8.5620","8.4986","79.53K","0.44%"
"12/22/2021","8.5045","8.4506","8.5128","8.4346","76.82K","0.59%"
"12/21/2021","8.4548","8.4204","8.4570","8.4140","97.73K","0.40%"
"12/20/2021","8.4208","8.4457","8.4473","8.3979","97.84K","-0.24%"
"12/17/2021","8.4413","8.4842","8.5064","8.4349","103.48K","-0.49%"
"12/16/2021","8.4832","8.4427","8.5172","8.4277","98.72K","0.44%"
"12/15/2021","8.4462","8.4310","8.4549","8.3870","108.01K","0.18%"
"12/14/2021","8.4307","8.4162","8.4393","8.3936","104.57K","0.17%"
"12/13/2021","8.4162","8.4320","8.4498","8.4076","102.27K","-0.45%"
"12/10/2021","8.4543","8.4312","8.4575","8.3987","117.28K","0.27%"
"12/09/2021","8.4318","8.3776","8.4337","8.3639","131.72K","0.60%"
"12/08/2021","8.3814","8.4320","8.4377","8.3594","159.04K","-0.60%"
"12/07/2021","8.4323","8.4582","8.4703","8.4124","140.97K","-0.31%"
"12/06/2021","8.4585","8.4453","8.4766","8.4217","133.50K","0.24%"
"12/03/2021","8.4379","8.4870","8.4870","8.4223","101.20K","-0.58%"
"12/02/2021","8.4870","8.4556","8.5023","8.4512","117.95K","0.36%"
"12/01/2021","8.4569","8.4639","8.5042","8.4451","142.75K","-0.08%"
"11/30/2021","8.4636","8.5055","8.5204","8.3974","168.51K","-0.49%"
"11/29/2021","8.5052","8.5296","8.5339","8.4872","115.65K","-0.26%"
"11/26/2021","8.5273","8.5064","8.5465","8.4860","150.75K","0.23%"
"11/25/2021","8.5077","8.5197","8.5330","8.4955","121.42K","-0.14%"
