"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/2021","150.27","150.92","151.22","149.90","","-0.42%"
"09/28/2021","150.90","152.04","152.60","150.54","","-0.73%"
"09/27/2021","152.01","151.49","152.22","151.12","","0.42%"
"09/24/2021","151.37","151.35","151.76","150.99","","0.05%"
"09/23/2021","151.29","149.61","151.50","149.46","","1.14%"
"09/22/2021","149.58","149.18","150.05","149.01","","0.27%"
"09/21/2021","149.17","149.42","150.16","148.94","","-0.15%"
"09/20/2021","149.40","151.12","151.25","149.17","","-1.13%"
"09/17/2021","151.11","151.32","151.95","150.95","","-0.09%"
"09/16/2021","151.25","151.37","151.60","150.86","","-0.04%"
"09/15/2021","151.31","151.46","151.59","150.82","","-0.09%"
"09/14/2021","151.44","152.17","152.87","151.31","","-0.48%"
"09/13/2021","152.17","152.10","152.35","151.89","","0.03%"
"09/10/2021","152.13","151.82","152.66","151.76","","0.24%"
"09/09/2021","151.77","151.81","152.19","151.41","","0.01%"
"09/08/2021","151.76","152.01","152.11","151.46","","-0.17%"
"09/07/2021","152.02","151.98","152.24","151.49","","0.05%"
"09/06/2021","151.94","152.18","152.29","151.79","","-0.13%"
"09/03/2021","152.14","152.07","152.32","151.78","","0.09%"
"09/02/2021","152.01","151.55","152.22","151.34","","0.38%"
"09/01/2021","151.43","151.35","151.97","151.25","","0.07%"
"08/31/2021","151.32","151.27","151.61","151.05","","0.06%"
"08/30/2021","151.23","151.15","151.31","150.94","","0.10%"
"08/27/2021","151.08","150.80","151.55","150.45","","0.20%"
"08/26/2021","150.78","151.41","151.62","150.60","","-0.36%"
"08/25/2021","151.32","150.52","151.48","150.44","","0.56%"
"08/24/2021","150.48","150.46","151.03","150.05","","0.02%"
"08/23/2021","150.45","149.70","150.78","149.38","","0.60%"
"08/20/2021","149.56","149.70","149.89","149.17","","-0.05%"
"08/19/2021","149.64","151.01","151.24","149.62","","-0.87%"
"08/18/2021","150.95","150.57","151.45","150.40","","0.28%"
"08/17/2021","150.53","151.31","151.39","150.35","","-0.50%"
"08/16/2021","151.28","151.66","152.22","150.91","","-0.41%"
"08/13/2021","151.90","152.43","152.63","151.92","","-0.32%"
"08/12/2021","152.39","153.19","153.24","152.32","","-0.50%"
"08/11/2021","153.15","153.10","153.34","152.85","","0.07%"
"08/10/2021","153.05","152.71","153.34","152.62","","0.25%"
"08/09/2021","152.67","153.05","153.20","152.57","","-0.17%"
"08/06/2021","152.93","152.89","153.28","152.60","","0.05%"
"08/05/2021","152.85","152.07","153.05","152.00","","0.53%"
"08/04/2021","152.04","151.77","152.54","151.51","","0.21%"
"08/03/2021","151.72","151.75","152.23","151.16","","0.02%"
"08/02/2021","151.69","152.51","152.88","151.52","","-0.52%"
"07/30/2021","152.49","152.88","153.23","152.43","","-0.22%"
"07/29/2021","152.82","152.77","153.47","152.50","","0.05%"
"07/28/2021","152.74","152.32","153.01","152.17","","0.30%"
"07/27/2021","152.28","152.49","152.63","151.56","","-0.11%"
"07/26/2021","152.45","152.07","152.63","151.41","","0.36%"
"07/23/2021","151.90","151.66","152.19","151.48","","0.20%"
