market,model,auc_point,ci_low,ci_high
UK,XGBoost,0.5394484412470024,0.4758716737986361,0.6025889253447695
UK,LightGBM,0.5094724220623501,0.4378531073446328,0.5827418165044308
UK,RandomForest,0.49622302158273374,0.4191664742264712,0.5751467712139836
UK,Logit,0.5443645083932854,0.4890105967902647,0.6217373206967213
UK,Stacking,0.5520983213429257,0.48390797186874235,0.6213451667931871
