market,feature,gain
UK,emb_pc37,5.238785743713379
UK,emb_pc13,4.958981513977051
UK,emb_pc4,4.459147930145264
UK,vix_chg_5d,4.422863960266113
UK,emb_pc7,4.397287845611572
UK,vix_chg_1d,4.212668418884277
UK,rolling_absret_22,4.141580581665039
UK,emb_pc47,4.111062526702881
UK,emb_pc38,4.060647487640381
UK,emb_pc31,3.90773606300354
UK,sent_score_mean,3.8325915336608887
UK,emb_pc14,3.570556879043579
UK,vix_ma5_ratio,3.5076756477355957
UK,emb_pc21,3.446913480758667
UK,emb_pc42,3.4385478496551514
UK,emb_pc12,3.431623697280884
UK,sent_score_std,3.3862149715423584
UK,emb_pc40,3.352492570877075
UK,bond,3.3520736694335938
UK,emb_pc50,3.312502384185791
UK,emb_pc44,3.2875537872314453
UK,emb_pc24,3.281557083129883
UK,emb_pc32,3.124199151992798
UK,sent_max_neg,3.1185314655303955
UK,jpy,3.117619752883911
UK,gold,3.1045711040496826
UK,emb_pc6,3.098458766937256
UK,emb_pc41,3.056122064590454
UK,emb_pc35,3.036278247833252
UK,emb_pc22,2.966486930847168
UK,emb_pc9,2.9498472213745117
UK,leverage_5d,2.9495677947998047
UK,emb_pc20,2.944845676422119
UK,emb_pc17,2.9189279079437256
UK,emb_pc45,2.903921127319336
UK,rolling_std_20,2.900181531906128
UK,emb_pc10,2.896428346633911
UK,emb_pc43,2.865966796875
UK,emb_pc15,2.8603432178497314
UK,mxn,2.8145012855529785
UK,vvix,2.809579849243164
UK,sign_run,2.805076837539673
UK,sent_neg_mean,2.798476219177246
UK,emb_pc28,2.7943577766418457
UK,nikkei,2.7936930656433105
UK,isf_volume,2.782932996749878
UK,news_volume_chg,2.773167610168457
UK,emb_pc46,2.755126476287842
UK,ret_lag1,2.742173671722412
UK,sent_surprise,2.726189136505127
UK,ret_lag3,2.698535919189453
UK,emb_pc11,2.673320770263672
UK,dax,2.6573386192321777
UK,vix9d,2.6446497440338135
UK,cad,2.6259405612945557
UK,rolling_mean_5,2.6193907260894775
UK,ret_lag2,2.613917589187622
UK,sent_vol_5d,2.604764223098755
UK,spy,2.549409866333008
UK,emb_pc1,2.5472888946533203
UK,emb_pc19,2.54606032371521
UK,isf_high,2.5288798809051514
UK,emb_pc33,2.521709442138672
UK,emb_pc29,2.5194199085235596
UK,rolling_kurt_20,2.511871814727783
UK,rolling_mean_20,2.501779079437256
UK,sent_momentum_3d,2.5000357627868652
UK,rolling_std_5,2.486269950866699
UK,rolling_std_22,2.4827845096588135
UK,hyg,2.4691967964172363
UK,absret_lag2,2.468400239944458
UK,dow,2.4584758281707764
UK,emb_pc30,2.431448459625244
UK,iwm,2.428790330886841
UK,bitcoin,2.4083058834075928
UK,emb_pc8,2.4030466079711914
UK,absret_surprise,2.396167039871216
UK,emb_pc3,2.3952393531799316
UK,brent,2.3847289085388184
UK,us30y,2.3797824382781982
UK,isf_hl_range,2.3736424446105957
UK,emb_pc39,2.3637073040008545
UK,vol_ratio_5_20,2.3371384143829346
UK,xlk,2.324613571166992
UK,sent_pos_mean,2.304055690765381
UK,rolling_absret_20,2.3001668453216553
UK,absret_lag3,2.2865939140319824
UK,rolling_absret_5,2.2841720581054688
UK,rolling_skew_20,2.272508382797241
UK,emb_pc48,2.2611119747161865
UK,sent_pos_ratio,2.252271890640259
UK,eur,2.251088857650757
UK,isf_low,2.2457547187805176
UK,lqd,2.2357771396636963
UK,isf_oc_gap,2.21440052986145
UK,ftse250,2.206629991531372
UK,isf_close,2.203522205352783
UK,log_absret_lag1,2.1981067657470703
UK,xle,2.187248706817627
UK,ret_lag5,2.1779098510742188
UK,xlf,2.1521832942962646
UK,oil,2.122797727584839
UK,emb_pc16,2.120856761932373
UK,emb_pc25,2.115654468536377
UK,ret_lag4,2.100896120071411
UK,sent_neu_mean,2.0889203548431396
UK,cny,2.065359115600586
UK,emb_pc34,2.059413194656372
UK,ftas,2.0580084323883057
UK,sent_score_ma20,2.0511038303375244
UK,emb_pc49,2.016575813293457
UK,uup,2.0147881507873535
UK,rsi_14,2.0062758922576904
UK,hsi,1.99019193649292
UK,cac40,1.9717406034469604
UK,absret_lag1,1.9534279108047485
UK,sent_neg_ratio,1.9374043941497803
UK,leverage_20d,1.9362304210662842
UK,sent_x_vol,1.919569492340088
UK,emb_pc5,1.905320167541504
UK,sent_x_vix,1.841473937034607
UK,sent_score_ma5,1.8357481956481934
UK,news_volume,1.821203589439392
UK,us5y,1.8087873458862305
UK,emb_pc18,1.7952133417129517
UK,isf_open,1.7914263010025024
UK,emb_pc27,1.7795029878616333
UK,eth,1.7704631090164185
UK,emb_pc23,1.7682870626449585
UK,emb_pc26,1.6770321130752563
UK,emb_pc2,1.6185768842697144
UK,emb_pc36,1.5755064487457275
UK,stoxx50,1.4783868789672852
UK,tlt,1.4430180788040161
