"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 01- 12","1.3143","1.3180","1.3189","1.3030","","-0.26%"
"2017- 01- 11","1.3177","1.3232","1.3296","1.3120","","-0.40%"
"2017- 01- 10","1.3230","1.3217","1.3259","1.3191","","0.12%"
"2017- 01- 09","1.3214","1.3238","1.3279","1.3196","","-0.16%"
"2017- 01- 06","1.3235","1.3225","1.3270","1.3177","","0.09%"
"2017- 01- 05","1.3223","1.3302","1.3315","1.3192","","-0.58%"
"2017- 01- 04","1.3300","1.3431","1.3459","1.3282","","-0.95%"
"2017- 01- 03","1.3427","1.3443","1.3462","1.3398","","-0.07%"
"2017- 01- 02","1.3437","1.3436","1.3455","1.3388","","0.05%"
"2016- 12- 30","1.3430","1.3503","1.3510","1.3401","","-0.52%"
"2016- 12- 29","1.3500","1.3560","1.3566","1.3480","","-0.43%"
"2016- 12- 28","1.3558","1.3577","1.3600","1.3539","","-0.11%"
"2016- 12- 27","1.3573","1.3510","1.3581","1.3508","","0.49%"
"2016- 12- 26","1.3507","1.3531","1.3548","1.3476","","-0.20%"
"2016- 12- 23","1.3534","1.3484","1.3559","1.3477","","0.39%"
"2016- 12- 22","1.3482","1.3412","1.3522","1.3410","","0.53%"
"2016- 12- 21","1.3411","1.3368","1.3428","1.3356","","0.33%"
"2016- 12- 20","1.3367","1.3408","1.3436","1.3358","","-0.30%"
"2016- 12- 19","1.3407","1.3339","1.3424","1.3317","","0.57%"
"2016- 12- 16","1.3331","1.3334","1.3394","1.3316","","-0.02%"
"2016- 12- 15","1.3334","1.3282","1.3419","1.3266","","0.41%"
"2016- 12- 14","1.3279","1.3131","1.3297","1.3081","","1.16%"
"2016- 12- 13","1.3127","1.3131","1.3143","1.3100","","-0.02%"
"2016- 12- 12","1.3129","1.3152","1.3166","1.3106","","-0.35%"
"2016- 12- 09","1.3175","1.3189","1.3215","1.3150","","-0.11%"
"2016- 12- 08","1.3189","1.3233","1.3253","1.3182","","-0.29%"
"2016- 12- 07","1.3228","1.3278","1.3298","1.3220","","-0.35%"
"2016- 12- 06","1.3275","1.3271","1.3313","1.3250","","0.07%"
"2016- 12- 05","1.3266","1.3296","1.3358","1.3233","","-0.20%"
"2016- 12- 02","1.3292","1.3315","1.3323","1.3253","","-0.16%"
"2016- 12- 01","1.3313","1.3439","1.3442","1.3298","","-0.89%"
"2016- 11- 30","1.3433","1.3431","1.3466","1.3355","","0.01%"
"2016- 11- 29","1.3432","1.3412","1.3483","1.3398","","0.19%"
"2016- 11- 28","1.3407","1.3520","1.3539","1.3395","","-0.89%"
"2016- 11- 25","1.3528","1.3489","1.3537","1.3452","","0.31%"
"2016- 11- 24","1.3486","1.3491","1.3537","1.3474","","0.00%"
"2016- 11- 23","1.3486","1.3442","1.3518","1.3422","","0.33%"
"2016- 11- 22","1.3441","1.3419","1.3470","1.3376","","0.18%"
"2016- 11- 21","1.3417","1.3500","1.3517","1.3384","","-0.61%"
"2016- 11- 18","1.3499","1.3522","1.3567","1.3491","","-0.16%"
"2016- 11- 17","1.3520","1.3446","1.3529","1.3399","","0.58%"
"2016- 11- 16","1.3442","1.3449","1.3508","1.3403","","-0.04%"
"2016- 11- 15","1.3447","1.3555","1.3564","1.3441","","-0.79%"
"2016- 11- 14","1.3554","1.3518","1.3590","1.3493","","0.10%"
"2016- 11- 11","1.3540","1.3470","1.3550","1.3453","","0.53%"
"2016- 11- 10","1.3468","1.3424","1.3512","1.3384","","0.37%"
"2016- 11- 09","1.3419","1.3288","1.3528","1.3262","","0.99%"
"2016- 11- 08","1.3287","1.3364","1.3393","1.3282","","-0.54%"
"2016- 11- 07","1.3359","1.3405","1.3420","1.3310","","-0.32%"
"2016- 11- 04","1.3402","1.3398","1.3466","1.3384","","0.06%"
"2016- 11- 03","1.3394","1.3393","1.3405","1.3359","","0.04%"
"2016- 11- 02","1.3388","1.3390","1.3425","1.3357","","0.00%"
"2016- 11- 01","1.3388","1.3407","1.3428","1.3351","","-0.15%"
"2016- 10- 31","1.3408","1.3396","1.3432","1.3373","","0.08%"
"2016- 10- 28","1.3397","1.3387","1.3433","1.3351","","0.09%"
"2016- 10- 27","1.3385","1.3381","1.3408","1.3350","","0.04%"
"2016- 10- 26","1.3379","1.3351","1.3386","1.3313","","0.22%"
"2016- 10- 25","1.3349","1.3287","1.3373","1.3275","","0.48%"
"2016- 10- 24","1.3285","1.3333","1.3399","1.3283","","-0.35%"
"2016- 10- 21","1.3331","1.3230","1.3356","1.3223","","0.78%"
"2016- 10- 20","1.3228","1.3114","1.3234","1.3108","","0.88%"
"2016- 10- 19","1.3113","1.3105","1.3143","1.3004","","0.05%"
"2016- 10- 18","1.3107","1.3129","1.3141","1.3052","","-0.12%"
"2016- 10- 17","1.3123","1.3139","1.3184","1.3109","","-0.11%"
"2016- 10- 14","1.3138","1.3192","1.3221","1.3103","","-0.38%"
"2016- 10- 13","1.3188","1.3276","1.3308","1.3184","","-0.65%"
"2016- 10- 12","1.3274","1.3265","1.3289","1.3207","","0.11%"
"2016- 10- 11","1.3260","1.3175","1.3274","1.3160","","0.66%"
"2016- 10- 10","1.3173","1.3266","1.3280","1.3137","","-0.93%"
"2016- 10- 07","1.3296","1.3218","1.3314","1.3185","","0.61%"
"2016- 10- 06","1.3216","1.3177","1.3250","1.3175","","0.31%"
"2016- 10- 05","1.3175","1.3192","1.3233","1.3159","","-0.12%"
"2016- 10- 04","1.3191","1.3120","1.3217","1.3108","","0.56%"
"2016- 10- 03","1.3117","1.3127","1.3146","1.3067","","-0.08%"
"2016- 09- 30","1.3127","1.3144","1.3196","1.3085","","-0.11%"
"2016- 09- 29","1.3141","1.3080","1.3186","1.3046","","0.48%"
"2016- 09- 28","1.3078","1.3195","1.3271","1.3074","","-0.87%"
"2016- 09- 27","1.3193","1.3226","1.3282","1.3162","","-0.22%"
"2016- 09- 26","1.3222","1.3170","1.3245","1.3137","","0.42%"
"2016- 09- 23","1.3167","1.3045","1.3183","1.3027","","0.97%"
"2016- 09- 22","1.3040","1.3100","1.3104","1.2998","","-0.45%"
"2016- 09- 21","1.3099","1.3187","1.3239","1.3098","","-0.67%"
"2016- 09- 20","1.3187","1.3203","1.3245","1.3183","","-0.11%"
"2016- 09- 19","1.3202","1.3210","1.3227","1.3136","","-0.04%"
"2016- 09- 16","1.3207","1.3160","1.3249","1.3139","","0.35%"
"2016- 09- 15","1.3161","1.3195","1.3237","1.3128","","-0.24%"
"2016- 09- 14","1.3193","1.3176","1.3210","1.3126","","0.16%"
"2016- 09- 13","1.3172","1.3038","1.3191","1.3027","","1.05%"
"2016- 09- 12","1.3035","1.3045","1.3125","1.3032","","-0.08%"
"2016- 09- 09","1.3046","1.2939","1.3055","1.2908","","0.88%"
"2016- 09- 08","1.2932","1.2881","1.2941","1.2849","","0.39%"
"2016- 09- 07","1.2882","1.2844","1.2915","1.2820","","0.31%"
"2016- 09- 06","1.2842","1.2928","1.2935","1.2825","","-0.64%"
"2016- 09- 05","1.2925","1.2992","1.3001","1.2906","","-0.55%"
"2016- 09- 02","1.2996","1.3102","1.3117","1.2979","","-0.79%"
"2016- 09- 01","1.3100","1.3106","1.3150","1.3080","","-0.03%"
"2016- 08- 31","1.3104","1.3099","1.3147","1.3077","","0.05%"
"2016- 08- 30","1.3097","1.3008","1.3104","1.3007","","0.70%"
"2016- 08- 29","1.3006","1.2996","1.3049","1.2973","","0.04%"
"2016- 08- 26","1.3001","1.2922","1.3012","1.2830","","0.63%"
"2016- 08- 25","1.2920","1.2928","1.2941","1.2896","","-0.03%"
"2016- 08- 24","1.2924","1.2910","1.2960","1.2900","","0.10%"
"2016- 08- 23","1.2911","1.2946","1.2954","1.2856","","-0.25%"
"2016- 08- 22","1.2944","1.2871","1.2966","1.2870","","0.57%"
"2016- 08- 19","1.2870","1.2782","1.2893","1.2770","","0.70%"
"2016- 08- 18","1.2780","1.2844","1.2859","1.2761","","-0.49%"
"2016- 08- 17","1.2843","1.2863","1.2919","1.2829","","-0.12%"
"2016- 08- 16","1.2858","1.2923","1.2935","1.2796","","-0.47%"
"2016- 08- 15","1.2919","1.2955","1.2977","1.2900","","-0.21%"
"2016- 08- 12","1.2946","1.2991","1.2998","1.2922","","-0.33%"
"2016- 08- 11","1.2989","1.3058","1.3081","1.2956","","-0.51%"
"2016- 08- 10","1.3056","1.3115","1.3126","1.2989","","-0.45%"
"2016- 08- 09","1.3115","1.3150","1.3191","1.3107","","-0.28%"
"2016- 08- 08","1.3152","1.3178","1.3192","1.3134","","-0.11%"
"2016- 08- 05","1.3166","1.3019","1.3202","1.3007","","1.16%"
"2016- 08- 04","1.3015","1.3066","1.3090","1.2995","","-0.38%"
"2016- 08- 03","1.3065","1.3111","1.3148","1.3061","","-0.34%"
"2016- 08- 02","1.3109","1.3125","1.3144","1.3003","","-0.09%"
"2016- 08- 01","1.3121","1.3028","1.3129","1.3026","","0.71%"
"2016- 07- 29","1.3028","1.3156","1.3188","1.3000","","-0.96%"
"2016- 07- 28","1.3154","1.3191","1.3195","1.3099","","-0.25%"
"2016- 07- 27","1.3187","1.3185","1.3253","1.3156","","0.01%"
"2016- 07- 26","1.3186","1.3217","1.3246","1.3173","","-0.20%"
"2016- 07- 25","1.3213","1.3137","1.3243","1.3123","","0.68%"
"2016- 07- 22","1.3124","1.3088","1.3186","1.3054","","0.31%"
"2016- 07- 21","1.3084","1.3058","1.3103","1.3022","","0.21%"
"2016- 07- 20","1.3056","1.3021","1.3097","1.3011","","0.29%"
"2016- 07- 19","1.3018","1.2945","1.3056","1.2939","","0.58%"
"2016- 07- 18","1.2943","1.2945","1.3024","1.2925","","-0.19%"
"2016- 07- 15","1.2968","1.2895","1.2988","1.2859","","0.61%"
"2016- 07- 14","1.2890","1.2977","1.2988","1.2860","","-0.66%"
"2016- 07- 13","1.2976","1.3042","1.3085","1.2938","","-0.50%"
"2016- 07- 12","1.3041","1.3118","1.3135","1.2980","","-0.53%"
"2016- 07- 11","1.3111","1.3047","1.3141","1.3030","","0.53%"
"2016- 07- 08","1.3042","1.3002","1.3091","1.2987","","0.32%"
"2016- 07- 07","1.3001","1.2959","1.3022","1.2875","","0.32%"
"2016- 07- 06","1.2960","1.2980","1.3058","1.2945","","-0.14%"
"2016- 07- 05","1.2978","1.2845","1.3018","1.2841","","1.05%"
"2016- 07- 04","1.2843","1.2916","1.2923","1.2829","","-0.56%"
"2016- 07- 01","1.2915","1.2925","1.2978","1.2862","","-0.06%"
"2016- 06- 30","1.2923","1.2936","1.3019","1.2912","","-0.05%"
"2016- 06- 29","1.2929","1.3025","1.3045","1.2928","","-0.71%"
"2016- 06- 28","1.3021","1.3072","1.3110","1.2962","","-0.38%"
"2016- 06- 27","1.3071","1.2978","1.3123","1.2955","","0.54%"
"2016- 06- 24","1.3001","1.2765","1.3100","1.2717","","1.93%"
"2016- 06- 23","1.2755","1.2844","1.2848","1.2676","","-0.68%"
"2016- 06- 22","1.2842","1.2814","1.2855","1.2740","","0.21%"
"2016- 06- 21","1.2815","1.2805","1.2828","1.2760","","0.09%"
"2016- 06- 20","1.2803","1.2889","1.2893","1.2771","","-0.69%"
"2016- 06- 17","1.2892","1.2967","1.2970","1.2828","","-0.57%"
"2016- 06- 16","1.2966","1.2912","1.3087","1.2893","","0.43%"
"2016- 06- 15","1.2911","1.2873","1.2944","1.2824","","0.32%"
"2016- 06- 14","1.2870","1.2838","1.2875","1.2813","","0.29%"
"2016- 06- 13","1.2833","1.2779","1.2841","1.2749","","0.39%"
"2016- 06- 10","1.2783","1.2724","1.2785","1.2658","","0.50%"
"2016- 06- 09","1.2719","1.2693","1.2767","1.2668","","0.20%"
"2016- 06- 08","1.2693","1.2735","1.2763","1.2653","","-0.32%"
"2016- 06- 07","1.2734","1.2819","1.2841","1.2731","","-0.63%"
"2016- 06- 06","1.2815","1.2938","1.2984","1.2801","","-0.90%"
"2016- 06- 03","1.2932","1.3097","1.3108","1.2913","","-1.24%"
"2016- 06- 02","1.3095","1.3079","1.3146","1.3054","","0.15%"
"2016- 06- 01","1.3075","1.3094","1.3124","1.3042","","-0.13%"
"2016- 05- 31","1.3092","1.3053","1.3136","1.3014","","0.34%"
"2016- 05- 30","1.3047","1.3016","1.3097","1.3016","","0.23%"
"2016- 05- 27","1.3017","1.2979","1.3069","1.2966","","0.32%"
"2016- 05- 26","1.2976","1.3016","1.3040","1.2909","","-0.32%"
"2016- 05- 25","1.3018","1.3123","1.3135","1.3012","","-0.77%"
"2016- 05- 24","1.3119","1.3145","1.3190","1.3084","","-0.17%"
"2016- 05- 23","1.3141","1.3114","1.3176","1.3098","","0.23%"
"2016- 05- 20","1.3111","1.3094","1.3163","1.3075","","0.15%"
"2016- 05- 19","1.3092","1.3034","1.3155","1.3008","","0.46%"
"2016- 05- 18","1.3032","1.2907","1.3038","1.2892","","0.98%"
"2016- 05- 17","1.2905","1.2895","1.2957","1.2836","","0.09%"
"2016- 05- 16","1.2893","1.2925","1.2964","1.2873","","-0.36%"
"2016- 05- 13","1.2940","1.2846","1.2959","1.2833","","0.74%"
"2016- 05- 12","1.2845","1.2850","1.2880","1.2770","","-0.02%"
"2016- 05- 11","1.2848","1.2907","1.2944","1.2828","","-0.48%"
"2016- 05- 10","1.2910","1.2962","1.2981","1.2906","","-0.39%"
"2016- 05- 09","1.2961","1.2909","1.3017","1.2905","","0.42%"
"2016- 05- 06","1.2907","1.2853","1.2953","1.2833","","0.43%"
"2016- 05- 05","1.2852","1.2870","1.2877","1.2784","","-0.12%"
"2016- 05- 04","1.2867","1.2721","1.2887","1.2695","","1.16%"
"2016- 05- 03","1.2719","1.2529","1.2733","1.2460","","1.53%"
"2016- 05- 02","1.2527","1.2550","1.2564","1.2511","","-0.19%"
"2016- 04- 29","1.2551","1.2555","1.2589","1.2497","","0.01%"
"2016- 04- 28","1.2550","1.2599","1.2609","1.2513","","-0.37%"
"2016- 04- 27","1.2597","1.2604","1.2695","1.2571","","-0.04%"
"2016- 04- 26","1.2602","1.2680","1.2690","1.2594","","-0.59%"
"2016- 04- 25","1.2677","1.2676","1.2719","1.2651","","0.07%"
"2016- 04- 22","1.2668","1.2735","1.2760","1.2620","","-0.52%"
"2016- 04- 21","1.2734","1.2655","1.2751","1.2626","","0.64%"
"2016- 04- 20","1.2653","1.2668","1.2732","1.2592","","-0.10%"
"2016- 04- 19","1.2666","1.2782","1.2801","1.2630","","-0.89%"
"2016- 04- 18","1.2780","1.2940","1.2993","1.2776","","-0.30%"
"2016- 04- 15","1.2819","1.2847","1.2902","1.2795","","-0.19%"
"2016- 04- 14","1.2843","1.2814","1.2898","1.2780","","0.22%"
"2016- 04- 13","1.2815","1.2759","1.2828","1.2746","","0.44%"
"2016- 04- 12","1.2759","1.2896","1.2922","1.2748","","-1.07%"
"2016- 04- 11","1.2897","1.2986","1.3017","1.2883","","-0.69%"
"2016- 04- 08","1.2986","1.3146","1.3159","1.2950","","-1.19%"
"2016- 04- 07","1.3143","1.3089","1.3182","1.3017","","0.43%"
"2016- 04- 06","1.3087","1.3135","1.3188","1.3061","","-0.37%"
"2016- 04- 05","1.3135","1.3085","1.3220","1.3066","","0.38%"
"2016- 04- 04","1.3085","1.3013","1.3089","1.3000","","0.58%"
"2016- 04- 01","1.3009","1.3004","1.3148","1.2967","","0.04%"
"2016- 03- 31","1.3004","1.2966","1.3013","1.2855","","0.31%"
"2016- 03- 30","1.2964","1.3074","1.3083","1.2910","","-0.83%"
"2016- 03- 29","1.3072","1.3184","1.3219","1.3049","","-0.83%"
"2016- 03- 28","1.3182","1.3271","1.3287","1.3166","","-0.69%"
"2016- 03- 25","1.3273","1.3247","1.3287","1.3224","","0.21%"
"2016- 03- 24","1.3245","1.3204","1.3298","1.3199","","0.32%"
"2016- 03- 23","1.3203","1.3049","1.3221","1.3036","","1.22%"
"2016- 03- 22","1.3044","1.3100","1.3139","1.3026","","-0.43%"
"2016- 03- 21","1.3100","1.3003","1.3104","1.2995","","0.78%"
"2016- 03- 18","1.2999","1.2977","1.3043","1.2921","","0.21%"
"2016- 03- 17","1.2972","1.3096","1.3134","1.2943","","-0.94%"
"2016- 03- 16","1.3095","1.3355","1.3406","1.3091","","-1.93%"
"2016- 03- 15","1.3353","1.3260","1.3403","1.3256","","0.72%"
"2016- 03- 14","1.3258","1.3211","1.3309","1.3211","","0.38%"
"2016- 03- 11","1.3208","1.3346","1.3369","1.3166","","-1.02%"
"2016- 03- 10","1.3344","1.3251","1.3399","1.3230","","0.72%"
"2016- 03- 09","1.3249","1.3409","1.3448","1.3226","","-1.18%"
"2016- 03- 08","1.3407","1.3282","1.3427","1.3278","","0.98%"
"2016- 03- 07","1.3277","1.3317","1.3379","1.3261","","-0.27%"
"2016- 03- 04","1.3313","1.3404","1.3472","1.3311","","-0.64%"
"2016- 03- 03","1.3399","1.3417","1.3474","1.3369","","-0.12%"
"2016- 03- 02","1.3415","1.3408","1.3501","1.3404","","0.07%"
"2016- 03- 01","1.3406","1.3542","1.3554","1.3385","","-0.98%"
"2016- 02- 29","1.3538","1.3511","1.3589","1.3481","","0.21%"
"2016- 02- 26","1.3510","1.3531","1.3567","1.3503","","-0.14%"
"2016- 02- 25","1.3529","1.3699","1.3737","1.3515","","-1.25%"
"2016- 02- 24","1.3700","1.3792","1.3862","1.3676","","-0.67%"
"2016- 02- 23","1.3792","1.3703","1.3822","1.3692","","0.63%"
"2016- 02- 22","1.3705","1.3765","1.3794","1.3660","","-0.44%"
"2016- 02- 19","1.3765","1.3727","1.3848","1.3716","","0.30%"
"2016- 02- 18","1.3724","1.3672","1.3754","1.3651","","0.42%"
"2016- 02- 17","1.3667","1.3861","1.3900","1.3665","","-1.39%"
"2016- 02- 16","1.3859","1.3834","1.3912","1.3708","","0.19%"
"2016- 02- 15","1.3833","1.3853","1.3864","1.3798","","-0.09%"
"2016- 02- 12","1.3845","1.3938","1.3967","1.3811","","-0.63%"
"2016- 02- 11","1.3933","1.3925","1.4017","1.3881","","0.07%"
"2016- 02- 10","1.3923","1.3865","1.4000","1.3818","","0.43%"
"2016- 02- 09","1.3863","1.3925","1.3962","1.3785","","-0.42%"
"2016- 02- 08","1.3922","1.3910","1.3979","1.3840","","0.06%"
"2016- 02- 05","1.3913","1.3754","1.3920","1.3707","","1.18%"
"2016- 02- 04","1.3751","1.3778","1.3800","1.3637","","-0.20%"
"2016- 02- 03","1.3779","1.4056","1.4104","1.3755","","-1.94%"
"2016- 02- 02","1.4051","1.3948","1.4082","1.3937","","0.76%"
"2016- 02- 01","1.3945","1.3973","1.4063","1.3906","","-0.19%"
"2016- 01- 29","1.3971","1.4026","1.4111","1.3965","","-0.40%"
"2016- 01- 28","1.4027","1.4096","1.4125","1.3948","","-0.45%"
"2016- 01- 27","1.4091","1.4118","1.4158","1.4026","","-0.16%"
"2016- 01- 26","1.4114","1.4292","1.4328","1.4043","","-1.22%"
"2016- 01- 25","1.4289","1.4118","1.4294","1.4118","","1.23%"
"2016- 01- 22","1.4115","1.4268","1.4303","1.4113","","-1.02%"
"2016- 01- 21","1.4261","1.4502","1.4541","1.4227","","-1.66%"
"2016- 01- 20","1.4501","1.4581","1.4692","1.4472","","-0.51%"
"2016- 01- 19","1.4576","1.4560","1.4591","1.4430","","0.10%"
"2016- 01- 18","1.4561","1.4543","1.4640","1.4486","","0.16%"
"2016- 01- 15","1.4538","1.4366","1.4555","1.4341","","1.21%"
"2016- 01- 14","1.4364","1.4339","1.4400","1.4333","","0.19%"
"2016- 01- 13","1.4337","1.4259","1.4381","1.4185","","0.53%"
"2016- 01- 12","1.4261","1.4213","1.4316","1.4174","","0.33%"
"2016- 01- 11","1.4214","1.4169","1.4247","1.4064","","0.32%"
"2016- 01- 08","1.4168","1.4114","1.4179","1.4057","","0.39%"
"2016- 01- 07","1.4113","1.4073","1.4172","1.4048","","0.30%"
"2016- 01- 06","1.4071","1.3994","1.4110","1.3971","","0.54%"
"2016- 01- 05","1.3995","1.3951","1.4021","1.3895","","0.32%"
"2016- 01- 04","1.3951","1.3839","1.3985","1.3814","","0.74%"
"2016- 01- 01","1.3848","1.3841","1.3871","1.3836","","0.07%"
"2015- 12- 31","1.3839","1.3877","1.3905","1.3819","","-0.27%"
"2015- 12- 30","1.3877","1.3844","1.3929","1.3826","","0.27%"
"2015- 12- 29","1.3840","1.3904","1.3942","1.3814","","-0.46%"
"2015- 12- 28","1.3904","1.3817","1.3918","1.3815","","0.61%"
"2015- 12- 25","1.3820","1.3818","1.3842","1.3795","","0.03%"
"2015- 12- 24","1.3816","1.3847","1.3876","1.3815","","-0.21%"
"2015- 12- 23","1.3845","1.3920","1.3937","1.3833","","-0.52%"
"2015- 12- 22","1.3918","1.3958","1.3968","1.3914","","-0.28%"
"2015- 12- 21","1.3957","1.3937","1.3995","1.3912","","0.03%"
"2015- 12- 18","1.3953","1.3937","1.4001","1.3853","","0.13%"
"2015- 12- 17","1.3935","1.3777","1.3988","1.3776","","1.14%"
"2015- 12- 16","1.3778","1.3733","1.3849","1.3726","","0.36%"
"2015- 12- 15","1.3728","1.3733","1.3768","1.3671","","-0.04%"
"2015- 12- 14","1.3733","1.3750","1.3783","1.3676","","-0.15%"
"2015- 12- 11","1.3754","1.3626","1.3758","1.3622","","0.98%"
"2015- 12- 10","1.3621","1.3581","1.3641","1.3530","","0.34%"
"2015- 12- 09","1.3575","1.3586","1.3622","1.3515","","-0.06%"
"2015- 12- 08","1.3583","1.3498","1.3623","1.3495","","0.67%"
"2015- 12- 07","1.3493","1.3367","1.3525","1.3365","","0.99%"
"2015- 12- 04","1.3361","1.3354","1.3417","1.3315","","0.04%"
"2015- 12- 03","1.3355","1.3345","1.3401","1.3291","","0.10%"
"2015- 12- 02","1.3342","1.3355","1.3409","1.3310","","-0.08%"
"2015- 12- 01","1.3353","1.3363","1.3389","1.3308","","-0.07%"
"2015- 11- 30","1.3362","1.3367","1.3396","1.3310","","-0.06%"
"2015- 11- 27","1.3370","1.3294","1.3378","1.3288","","0.59%"
"2015- 11- 26","1.3291","1.3291","1.3326","1.3282","","0.05%"
"2015- 11- 25","1.3284","1.3303","1.3340","1.3278","","-0.13%"
"2015- 11- 24","1.3301","1.3362","1.3379","1.3283","","-0.46%"
"2015- 11- 23","1.3363","1.3338","1.3438","1.3327","","0.16%"
"2015- 11- 20","1.3341","1.3285","1.3357","1.3268","","0.46%"
"2015- 11- 19","1.3280","1.3303","1.3316","1.3244","","-0.13%"
"2015- 11- 18","1.3297","1.3319","1.3371","1.3296","","-0.15%"
"2015- 11- 17","1.3317","1.3328","1.3346","1.3295","","-0.08%"
"2015- 11- 16","1.3328","1.3323","1.3372","1.3289","","0.05%"
"2015- 11- 13","1.3322","1.3291","1.3351","1.3265","","0.24%"
"2015- 11- 12","1.3290","1.3262","1.3343","1.3223","","0.23%"
"2015- 11- 11","1.3259","1.3274","1.3285","1.3230","","-0.11%"
"2015- 11- 10","1.3274","1.3287","1.3299","1.3243","","-0.07%"
"2015- 11- 09","1.3283","1.3304","1.3312","1.3243","","-0.17%"
"2015- 11- 06","1.3306","1.3171","1.3319","1.3155","","1.07%"
"2015- 11- 05","1.3165","1.3147","1.3188","1.3138","","0.15%"
"2015- 11- 04","1.3145","1.3062","1.3193","1.3043","","0.67%"
"2015- 11- 03","1.3058","1.3095","1.3167","1.3036","","-0.25%"
"2015- 11- 02","1.3091","1.3077","1.3118","1.3064","","0.11%"
"2015- 10- 30","1.3076","1.3169","1.3193","1.3054","","-0.71%"
"2015- 10- 29","1.3170","1.3190","1.3240","1.3131","","-0.15%"
"2015- 10- 28","1.3190","1.3266","1.3281","1.3088","","-0.56%"
"2015- 10- 27","1.3264","1.3154","1.3274","1.3151","","0.87%"
"2015- 10- 26","1.3150","1.3165","1.3186","1.3119","","-0.08%"
"2015- 10- 23","1.3161","1.3089","1.3200","1.3039","","0.57%"
"2015- 10- 22","1.3087","1.3139","1.3162","1.3082","","-0.38%"
"2015- 10- 21","1.3137","1.2980","1.3144","1.2967","","1.24%"
"2015- 10- 20","1.2976","1.3019","1.3049","1.2933","","-0.31%"
"2015- 10- 19","1.3017","1.2915","1.3030","1.2899","","0.84%"
"2015- 10- 16","1.2908","1.2864","1.2941","1.2850","","0.36%"
"2015- 10- 15","1.2862","1.2936","1.2950","1.2829","","-0.57%"
"2015- 10- 14","1.2936","1.3036","1.3042","1.2909","","-0.78%"
"2015- 10- 13","1.3038","1.2998","1.3082","1.2955","","0.34%"
"2015- 10- 12","1.2994","1.2952","1.3013","1.2901","","0.41%"
"2015- 10- 09","1.2941","1.3018","1.3023","1.2899","","-0.57%"
"2015- 10- 08","1.3015","1.3058","1.3076","1.2977","","-0.31%"
"2015- 10- 07","1.3055","1.3034","1.3074","1.2971","","0.18%"
"2015- 10- 06","1.3032","1.3085","1.3137","1.3024","","-0.40%"
"2015- 10- 05","1.3084","1.3157","1.3177","1.3064","","-0.48%"
"2015- 10- 02","1.3147","1.3268","1.3271","1.3149","","-0.89%"
"2015- 10- 01","1.3265","1.3312","1.3333","1.3217","","-0.35%"
"2015- 09- 30","1.3312","1.3423","1.3432","1.3304","","-0.80%"
"2015- 09- 29","1.3419","1.3398","1.3458","1.3370","","0.16%"
"2015- 09- 28","1.3398","1.3333","1.3400","1.3316","","0.47%"
"2015- 09- 25","1.3335","1.3304","1.3357","1.3296","","0.27%"
"2015- 09- 24","1.3299","1.3321","1.3419","1.3289","","-0.14%"
"2015- 09- 23","1.3317","1.3272","1.3358","1.3231","","0.37%"
"2015- 09- 22","1.3268","1.3253","1.3300","1.3217","","0.11%"
"2015- 09- 21","1.3254","1.3207","1.3266","1.3174","","0.23%"
"2015- 09- 18","1.3223","1.3183","1.3230","1.3009","","0.32%"
"2015- 09- 17","1.3181","1.3169","1.3209","1.3071","","0.10%"
"2015- 09- 16","1.3168","1.3249","1.3261","1.3160","","-0.59%"
"2015- 09- 15","1.3246","1.3267","1.3274","1.3225","","-0.11%"
"2015- 09- 14","1.3261","1.3261","1.3282","1.3224","","0.01%"
"2015- 09- 11","1.3260","1.3252","1.3311","1.3213","","0.05%"
"2015- 09- 10","1.3253","1.3260","1.3291","1.3176","","-0.02%"
"2015- 09- 09","1.3255","1.3207","1.3262","1.3153","","0.39%"
"2015- 09- 08","1.3204","1.3309","1.3310","1.3183","","-0.77%"
"2015- 09- 07","1.3306","1.3277","1.3311","1.3244","","0.19%"
"2015- 09- 04","1.3281","1.3179","1.3291","1.3162","","0.81%"
"2015- 09- 03","1.3174","1.3271","1.3291","1.3135","","-0.67%"
"2015- 09- 02","1.3263","1.3259","1.3325","1.3198","","0.03%"
"2015- 09- 01","1.3259","1.3140","1.3262","1.3118","","0.94%"
"2015- 08- 31","1.3135","1.3202","1.3329","1.3115","","-0.49%"
"2015- 08- 28","1.3200","1.3199","1.3302","1.3165","","0.02%"
"2015- 08- 27","1.3197","1.3291","1.3307","1.3178","","-0.70%"
"2015- 08- 26","1.3290","1.3337","1.3350","1.3249","","-0.31%"
"2015- 08- 25","1.3331","1.3286","1.3355","1.3146","","0.34%"
"2015- 08- 24","1.3286","1.3186","1.3289","1.3159","","0.77%"
"2015- 08- 21","1.3184","1.3089","1.3190","1.3060","","0.74%"
"2015- 08- 20","1.3087","1.3126","1.3178","1.3058","","-0.31%"
"2015- 08- 19","1.3128","1.3060","1.3179","1.3022","","0.54%"
"2015- 08- 18","1.3057","1.3080","1.3128","1.3039","","-0.15%"
"2015- 08- 17","1.3077","1.3089","1.3154","1.3058","","-0.07%"
"2015- 08- 14","1.3086","1.3060","1.3099","1.3014","","0.24%"
"2015- 08- 13","1.3055","1.2974","1.3093","1.2957","","0.62%"
"2015- 08- 12","1.2975","1.3115","1.3159","1.2950","","-1.03%"
