Lag,RMSE,R2,Dir_Acc,N_test
0,0.008113670893229641,0.637096917465267,0.7884187082405345,449
1,0.008210125088851808,0.6284173484007358,0.7906458797327395,449
2,0.008068541098856435,0.6411227631365375,0.7884187082405345,449
