market,target,model,r2,n_test
US,vol1,HAR-RV,0.026197938888708805,452
US,vol1,"GARCH(1,1)",-0.3646757860865588,452
US,vol1,"GJR-GARCH(1,1,1)",-0.303971158282454,452
US,vol5,HAR-RV,0.1873623149579624,452
US,vol5,"GARCH(1,1)",0.02984861905052516,452
US,vol5,"GJR-GARCH(1,1,1)",0.15231155506118843,452
US,vol10,HAR-RV,0.18098836436081367,451
US,vol10,"GARCH(1,1)",-0.001008160106227285,451
US,vol10,"GJR-GARCH(1,1,1)",0.10281705582825196,451
